Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
429,George Valera*,25,CLE,AL,-0.2,13,38,37,1,8,3,0,0,6,0,0,1,8,.216,.237,.297,.534,50,.263,59,11,1,0,0,0,0,/79HD,,valerge01
430,Gage Workman*,26,DET,AL,-0.5,16,38,38,3,6,3,0,2,5,0,0,0,16,.158,.158,.395,.553,49,.233,36,15,0,0,0,0,0,5/H4D,,workmga01
431,Jhostynxon García,23,PIT,NL,-0.3,13,37,35,2,7,1,0,0,2,0,0,1,10,.200,.243,.229,.472,33,.217,24,8,1,1,0,0,0,/879DH,,garcijh01
432,Sung-Mun Song*,29,SDP,NL,-0.1,20,37,31,5,6,1,0,0,4,3,2,6,7,.194,.324,.226,.550,60,.255,60,7,1,0,0,0,0,4/6H5,,songsu01
433,Rece Hinds,25,CIN,NL,-0.4,12,36,33,2,4,3,0,0,5,0,0,1,18,.121,.167,.212,.379,4,.170,-12,7,0,1,0,1,0,9/HD,,hindsre01
434,Sandy León#,37,ATL,NL,-0.6,17,36,36,0,3,0,0,0,0,0,0,0,14,.083,.083,.083,.167,-52,.076,-70,3,0,0,0,0,0,2,,leonsa01
435,Jerar Encarnacion,28,SFG,NL,-0.4,17,35,34,1,6,1,0,0,0,0,0,1,8,.176,.200,.206,.406,18,.183,8,7,1,0,0,0,0,/9H3D7,,encarje01
436,Eloy Jiménez,29,TOR,AL,-0.1,12,35,31,2,9,0,0,0,3,0,0,3,7,.290,.343,.290,.633,77,.292,74,9,1,0,0,1,0,/DH,,jimenel02
437,Spencer Jones*,25,NYY,AL,-0.1,13,35,32,0,8,1,0,0,3,1,0,3,16,.250,.314,.281,.596,69,.284,67,9,0,0,0,0,0,/9D8H,,jonessp01
438,Jose Siri,30,LAA,AL,0.8,19,35,32,11,12,3,0,2,9,0,1,2,10,.375,.412,.656,1.068,197,.445,201,21,2,0,1,0,0,7/H8,,sirijo01
439,Reese McGuire*,31,CHW,AL,-0.5,11,34,29,1,5,0,0,0,3,0,0,2,9,.172,.273,.172,.445,29,.226,30,5,0,2,1,0,0,2/1H,,mcguire01
440,Patrick Wisdom,34,SEA,AL,-0.4,11,34,32,2,4,1,0,1,4,0,0,2,14,.125,.176,.250,.426,22,.178,2,8,0,0,0,0,1,/53HD,,wisdopa01
441,Nicky Lopez*,31,2TM,2LG,0.1,13,34,32,4,8,0,0,1,4,0,0,1,9,.250,.273,.344,.616,81,.271,76,11,0,0,1,0,0,/4H567,,lopezni01
441,Nicky Lopez*,31,CHC,NL,-0.1,4,5,5,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-119,0,0,0,0,0,0,/5H4,,lopezni01
441,Nicky Lopez*,31,TEX,AL,0.1,9,29,27,3,8,0,0,1,4,0,0,1,7,.296,.321,.407,.729,114,.320,111,11,0,0,1,0,0,/467H,,lopezni01
442,Rodolfo Durán,28,SDP,NL,0.2,15,33,25,2,2,0,0,1,2,0,0,7,9,.080,.303,.200,.503,47,.260,58,5,0,1,0,0,0,2,,duranro02
443,Tanner Murray,26,CHW,AL,0.1,13,33,28,2,6,0,0,1,3,0,0,2,7,.214,.281,.321,.603,69,.310,90,9,0,1,1,1,1,/756H,,murrata01
444,Yohel Pozo,29,STL,NL,-0.1,18,33,33,0,8,1,0,0,5,0,0,0,3,.242,.242,.273,.515,48,.286,79,9,5,0,0,0,0,/HD23,,pozoyo01
445,Carson Williams,23,TBR,AL,-0.5,12,33,30,6,3,1,0,0,3,0,0,2,11,.100,.156,.133,.290,-18,.141,-33,4,1,0,1,0,0,/6H4D,,willica02
446,Gabriel Arias,26,CLE,AL,0.2,10,32,30,2,6,1,0,2,4,0,0,2,12,.200,.250,.433,.683,89,.298,84,13,0,0,0,0,0,6,,ariasga01
447,Jasson Domínguez#,23,NYY,AL,0.2,9,32,30,3,6,2,0,1,4,0,0,1,4,.200,.250,.367,.617,71,.303,86,11,0,1,0,0,0,/D7,,dominja01
448,Ronny Mauricio#,25,NYM,NL,-0.1,10,32,32,3,7,0,0,1,2,0,0,0,12,.219,.219,.313,.531,49,.231,38,10,1,0,0,0,0,/65DH,,mauriro01
449,Jose Trevino,33,CIN,NL,-0.2,11,32,29,2,4,1,0,0,2,0,0,1,5,.138,.167,.172,.339,-6,.183,-9,5,0,0,2,0,0,2/1,,trevijo01
450,Petey Halpin*,24,CLE,AL,-0.2,18,31,30,3,5,1,0,0,1,2,0,1,8,.167,.194,.200,.394,12,.198,2,6,0,0,0,0,0,8/H9,,halpipe01
451,Michael Helman,30,TEX,AL,-0.1,12,31,28,2,5,1,0,1,1,0,0,1,6,.179,.233,.321,.555,62,.247,58,9,0,1,1,0,0,/86H79,,helmami01
452,Nick Madrigal,29,LAA,AL,0.5,10,31,26,5,9,1,0,0,1,0,1,4,2,.346,.452,.385,.836,140,.401,168,10,0,1,0,0,0,/45DH,,madrini01
453,Andrés Chaparro,27,WSN,NL,0.0,15,30,23,3,4,2,0,0,4,0,0,7,6,.174,.367,.261,.628,83,.308,93,6,1,0,0,0,0,3/HD,,chapaan01
454,Rikuu Nishida*,25,CHW,AL,0.2,12,30,29,3,7,0,0,0,2,0,0,0,5,.241,.241,.241,.483,37,.238,39,7,0,0,1,0,0,9/48H,,nishiri01
455,P.J. Higgins,33,CIN,NL,0.0,10,29,24,1,6,1,0,0,4,0,0,2,8,.250,.296,.292,.588,64,.266,53,7,1,0,2,1,0,2/1,,higgipj01
456,Víctor Robles,29,SEA,AL,-0.2,15,29,29,1,8,2,0,0,2,1,1,0,6,.276,.276,.345,.621,78,.257,67,10,1,0,0,0,0,9/H8D,,roblevi01
457,Max Schuemann,29,NYY,AL,0.3,16,29,20,7,5,3,0,0,3,2,2,9,6,.250,.483,.400,.883,152,.395,163,8,0,0,0,0,0,/H97645D,,schuema01
458,Chad Stevens,27,COL,NL,-0.3,14,29,23,1,1,0,0,0,3,0,0,5,9,.043,.207,.043,.250,-27,.152,-31,1,0,0,0,1,0,4/H56,,stevech02
459,Addison Barger*,26,TOR,AL,-0.2,9,28,22,2,1,1,0,0,2,0,0,5,7,.045,.214,.091,.305,-12,.171,-11,2,1,0,0,1,0,/9H,,bargead01
460,Tyler Black*,25,MIL,NL,0.2,9,28,27,2,9,4,0,0,7,0,0,1,7,.333,.357,.481,.839,133,.360,127,13,1,0,0,0,0,/DH37,,blackty01
461,Alika Williams,27,ATH,AL,-0.1,14,28,26,3,4,1,0,0,3,0,1,1,10,.154,.185,.192,.377,3,.156,-15,5,0,0,1,0,0,6/H4,,willial04
462,Otto Kemp,26,PHI,NL,-0.7,13,27,25,0,2,0,0,0,0,0,0,1,10,.080,.148,.080,.228,-35,.120,-49,2,0,1,0,0,0,7/H4,,kempot01
463,Chadwick Tromp,31,ATL,NL,-0.2,12,27,25,1,5,1,0,0,3,0,0,0,7,.200,.192,.240,.432,23,.184,4,6,0,0,1,1,0,2,,trompch01
464,Elias Díaz,35,2TM,AL,0.4,11,27,26,4,6,2,0,2,5,0,0,1,7,.231,.259,.538,.798,122,.374,140,14,0,0,0,0,0,2,,diazel01
464,Elias Díaz,35,KCR,AL,0.5,10,23,22,3,5,2,0,2,5,0,0,1,5,.227,.261,.591,.852,134,.400,157,13,0,0,0,0,0,2,,diazel01
464,Elias Díaz,35,TEX,AL,0.0,1,4,4,1,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,48,.228,46,1,0,0,0,0,0,/2,,diazel01
465,Braxton Fulford,27,COL,NL,0.0,17,26,23,7,5,1,0,1,4,2,0,2,9,.217,.269,.391,.661,75,.305,65,9,0,0,0,1,0,/HD2,,fulfobr01
466,Carlos Santana#,40,ARI,NL,-0.5,8,26,24,1,2,1,0,0,0,0,0,2,8,.083,.154,.125,.279,-20,.137,-31,3,0,0,0,0,0,/3,,santaca01
467,Andy Ibáñez,33,2TM,2LG,-0.6,14,26,23,1,2,0,0,0,5,0,0,1,3,.087,.115,.087,.202,-43,.133,-38,2,0,0,0,2,0,/4H573D,,ibanean01
467,Andy Ibáñez,33,ATH,AL,-0.3,11,18,17,1,2,0,0,0,3,0,0,1,2,.118,.167,.118,.284,-21,.192,0,2,0,0,0,0,0,/4H53D,,ibanean01
467,Andy Ibáñez,33,NYM,NL,-0.3,3,8,6,0,0,0,0,0,2,0,0,0,1,.000,.000,.000,.000,-100,.000,-126,0,0,0,0,2,0,/75,,ibanean01
468,Griffin Conine*,28,MIA,NL,0.4,11,25,22,6,6,1,0,2,4,2,0,2,6,.273,.360,.591,.951,166,.428,167,13,0,1,0,0,0,/7H93,,coningr01
469,CJ Kayfus*,24,CLE,AL,0.0,9,25,22,4,4,1,0,1,2,0,0,2,8,.182,.280,.364,.644,80,.292,80,8,0,1,0,0,0,/79H,,kayfucj01
470,Pedro Ramírez#,22,CHC,NL,-0.1,10,25,22,2,5,1,0,0,1,0,0,3,1,.227,.320,.273,.593,75,.279,79,6,2,0,0,0,0,/45HD,,ramirpe01
471,Garrett Stubbs*,33,PHI,NL,0.0,11,24,20,3,4,0,0,0,1,0,0,1,4,.200,.292,.200,.492,39,.237,35,4,0,2,0,1,0,/2H1357,,stubbga01
472,Will Brennan*,28,SFG,NL,-0.5,11,23,23,0,2,0,0,0,0,0,0,0,3,.087,.087,.087,.174,-49,.079,-65,2,1,0,0,0,0,/79HD,,brennwi02
473,Jacob Gonzalez*,24,CHW,AL,0.3,7,23,20,2,6,0,0,1,4,0,0,3,7,.300,.391,.450,.841,136,.380,140,9,0,0,0,0,0,/3H,,gonzaja01
474,Alex Jackson,30,MIN,AL,-0.1,8,23,23,2,6,1,0,0,1,0,0,0,10,.261,.261,.304,.565,57,.249,47,7,0,0,0,0,0,/2H,,jacksal02
475,Pavin Smith*,30,ARI,NL,-0.2,9,23,18,2,3,0,0,0,3,0,0,4,5,.167,.304,.167,.471,37,.240,42,3,0,0,0,1,0,/D3H,,smithpa04
476,Ryan Ward*,28,LAD,NL,0.2,7,23,22,4,6,2,0,2,6,0,0,1,6,.273,.304,.636,.941,157,.397,155,14,2,0,0,0,0,/73H,,wardry01
477,Greg Jones#,28,MIL,NL,-0.6,11,22,21,0,2,0,0,0,1,1,1,0,9,.095,.095,.095,.190,-46,.069,-79,2,0,0,1,0,0,/79H,,jonesgr02
478,Alejandro Kirk,27,TOR,AL,-0.1,5,22,20,2,3,1,0,1,2,0,0,2,2,.150,.227,.350,.577,56,.257,49,7,1,0,0,0,0,/2,,kirkal01
479,César Salazar*,30,HOU,AL,-0.2,9,22,18,0,1,0,0,0,1,0,0,3,3,.056,.227,.056,.283,-15,.171,-6,1,0,1,0,0,0,/21,,salazce01
480,Billy Cook,27,PIT,NL,-0.1,32,21,21,5,4,0,0,0,0,3,1,0,8,.190,.190,.190,.381,7,.175,-13,4,0,0,0,0,0,H97/83D,,cookbi01
481,Luis Matos,24,MIL,NL,-0.1,9,21,20,1,4,0,0,0,0,0,0,1,7,.200,.238,.200,.438,25,.206,18,4,1,0,0,0,0,/9H7D,,matoslu02
482,Edwin Arroyo#,22,CIN,NL,0.1,7,20,17,1,4,0,0,0,1,0,0,2,7,.235,.300,.235,.535,51,.251,46,4,0,0,0,1,0,/46H,,arroyed01
483,Jeimer Candelario#,32,LAA,AL,-0.2,7,20,18,3,2,2,0,0,0,0,0,1,8,.111,.200,.222,.422,20,.199,15,4,1,1,0,0,0,/H35D,,candeje01
484,Jordan Lawlar,23,ARI,NL,0.2,6,20,18,3,6,1,0,1,2,1,0,1,6,.333,.400,.556,.956,165,.431,169,10,0,1,0,0,0,/78,,lawlajo01
485,Nelson Velázquez,27,STL,NL,0.4,7,20,18,4,7,1,0,1,4,0,0,1,4,.389,.450,.611,1.061,201,.454,200,11,0,1,0,0,0,/7DH,,velazne01
486,Esmerlyn Valdéz,22,PIT,NL,0.0,5,18,16,2,2,0,0,2,5,0,0,2,9,.125,.222,.500,.722,94,.305,86,8,0,0,0,0,0,/9,,valdees01
487,Shay Whitcomb,27,HOU,AL,-0.2,15,18,17,1,2,0,0,1,4,0,0,1,9,.118,.167,.294,.461,27,.204,17,5,0,0,0,0,0,H/53D7,,whitcsh01
488,Aramis Garcia,33,ARI,NL,-0.3,7,17,17,2,3,0,0,1,2,0,0,0,5,.176,.176,.353,.529,44,.227,33,6,0,0,0,0,0,/2,,garciar01
489,Daniel Johnson*,30,HOU,AL,-0.2,8,17,14,1,2,0,0,0,0,0,0,2,3,.143,.294,.143,.437,28,.234,38,2,1,1,0,0,0,/87,,johnsda07
490,César Prieto*,27,STL,NL,-0.6,6,17,17,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-124,0,1,0,0,0,0,/56H,,prietce01
491,Hayden Senger,29,NYM,NL,-0.1,7,17,15,2,2,0,0,1,2,0,0,0,4,.133,.133,.333,.467,27,.197,3,5,0,0,2,0,0,/2,,sengeha01
492,José Azócar,30,ATL,NL,0.3,9,16,15,1,5,2,0,0,0,1,0,1,3,.333,.375,.467,.842,140,.374,132,7,0,0,0,0,0,/9H78,,azocajo01
493,Jase Bowen,25,SDP,NL,-0.1,6,16,15,1,3,0,0,0,0,2,0,1,6,.200,.250,.200,.450,30,.239,21,3,0,0,0,0,0,/97H,,bowenja01
494,Jimmy Crooks*,24,STL,NL,0.0,5,16,14,0,3,1,0,0,2,0,0,2,5,.214,.313,.286,.598,74,.279,75,4,1,0,0,0,0,/2DH,,crookji01
495,Víctor Bericoto,24,SFG,NL,-0.2,10,15,15,1,3,0,0,1,1,0,1,0,5,.200,.200,.400,.600,69,.224,62,6,0,0,0,0,0,9/H3,,bericvi01
496,Kyle Farmer,35,ATL,NL,-0.1,10,15,14,2,4,1,0,0,3,0,0,0,4,.286,.267,.357,.624,77,.265,65,5,0,0,0,1,0,/HD56,,farmeky01
497,Christian Koss,28,SFG,NL,-0.2,9,15,14,1,1,1,0,0,0,0,0,0,2,.071,.133,.143,.276,-20,.133,-27,2,0,1,0,0,0,/4H16D,,kossch01
498,Dylan Moore,33,PHI,NL,-0.2,13,15,12,3,0,0,0,0,0,1,0,3,6,.000,.200,.000,.200,-38,.156,-33,0,0,0,0,0,0,H/3178D4,,mooredy01
499,Ryan Mountcastle,29,BAL,AL,-0.2,8,15,14,0,4,1,0,0,1,0,0,1,2,.286,.333,.357,.690,97,.308,92,5,0,0,0,0,0,/H3D,,mountry01
500,Tyler Tolbert,28,KCR,AL,0.0,16,15,13,5,3,0,0,0,0,4,1,2,6,.231,.333,.231,.564,65,.302,67,3,1,0,0,0,0,H/94671D,,tolbety01
501,Sean Murphy,31,ATL,NL,-0.2,4,14,14,1,1,0,0,0,0,0,0,0,6,.071,.071,.071,.143,-59,.065,-78,1,1,0,0,0,0,/2,,murphse01
502,Tommy Pham,38,NYM,NL,-0.4,9,14,13,1,0,0,0,0,0,0,0,1,7,.000,.071,.000,.071,-77,.050,-91,0,0,0,0,0,0,/7H,,phamth01
503,Tyler Callihan*,26,PIT,NL,0.0,5,13,10,1,2,2,0,0,2,1,0,3,2,.200,.385,.400,.785,120,.374,122,4,0,0,0,0,0,/54H,,callity01
504,Lars Nootbaar*,28,STL,NL,0.3,3,13,10,2,3,1,0,1,3,0,0,3,3,.300,.462,.700,1.162,228,.460,213,7,0,0,0,0,1,/78DH,,nootbla01
505,LaMonte Wade Jr.*,32,HOU,AL,0.1,4,13,12,2,4,2,0,1,4,0,0,1,3,.333,.385,.750,1.135,210,.470,203,9,0,0,0,0,0,/73H,,wadela01
506,Oliver Dunn*,28,TBR,AL,-0.2,9,12,11,4,1,0,0,0,1,0,0,1,3,.091,.167,.091,.258,-25,.127,-38,1,0,0,0,0,0,/H65D,,dunnol01
507,Sam Huff,28,BAL,AL,-0.1,5,12,12,1,2,1,0,0,1,0,0,0,6,.167,.167,.250,.417,17,.182,4,3,0,0,0,0,0,/2,,huffsa01
508,Nick Morabito,23,NYM,NL,-0.3,5,12,11,0,0,0,0,0,0,0,1,0,9,.000,.083,.000,.083,-74,.019,-83,0,0,1,0,0,0,/7DH9,,morabni01
509,Jonah Cox,24,SFG,NL,0.2,9,11,10,4,4,1,0,1,2,1,0,0,4,.400,.400,.800,1.200,237,.537,258,8,0,0,1,0,0,/8H7D,,coxjo01
510,Stuart Fairchild,30,CLE,AL,0.0,6,11,8,0,1,0,0,0,1,0,0,3,7,.125,.364,.125,.489,46,.275,68,1,0,0,0,0,0,/87H,,faircst01
511,Charles McAdoo,24,TOR,AL,0.2,3,11,11,2,3,0,0,1,3,0,0,0,2,.273,.273,.545,.818,119,.353,117,6,1,0,0,0,0,/43,,mcadoch01
512,Johnathan Rodríguez,26,BAL,AL,-0.2,5,11,7,0,0,0,0,0,1,0,0,3,4,.000,.273,.000,.273,-14,.192,12,0,1,0,0,1,0,/9HD,,rodrijo10
513,Kevin Alcántara,23,CHC,NL,0.0,12,10,9,1,1,0,0,0,0,0,1,1,4,.111,.200,.111,.311,-6,.110,-5,1,0,0,0,0,0,/HD87,,alcanke01
514,Vidal Bruján#,28,NYM,NL,0.0,7,10,8,4,1,0,0,0,1,0,1,1,0,.125,.222,.125,.347,2,.111,-19,1,0,0,1,0,0,/6H,,brujavi01
515,LuJames Groover,24,ARI,NL,-0.1,3,10,10,0,2,0,0,0,1,0,0,0,0,.200,.200,.200,.400,13,.181,0,2,1,0,0,0,0,/35,,groovlu01
516,Samad Taylor,27,SDP,NL,0.2,3,10,8,3,3,0,0,0,3,1,0,2,3,.375,.500,.375,.875,153,.427,160,3,0,0,0,0,0,/7H,,taylosa04
517,Collin Price,26,HOU,AL,0.0,3,9,8,0,1,1,0,0,0,0,0,1,4,.125,.222,.250,.472,33,.219,28,2,0,0,0,0,0,/2DH,,priceco01
518,Jace Jung*,25,DET,AL,0.0,3,8,6,1,1,0,0,0,0,0,0,2,1,.167,.375,.167,.542,59,.290,76,1,0,0,0,0,0,/D,,jungja01
519,Steward Berroa#,27,PHI,NL,-0.1,4,7,7,0,1,0,0,0,1,0,0,0,4,.143,.143,.143,.286,-21,.129,-41,1,0,0,0,0,0,/879,,berrost01
520,Deyvison De Los Santos,23,MIA,NL,0.0,3,7,7,0,2,1,0,0,0,0,0,0,3,.286,.286,.429,.714,101,.295,85,3,0,0,0,0,0,/3D,,delosde01
521,Jared Oliva,30,SFG,NL,0.0,7,7,7,1,1,0,0,0,0,1,0,0,1,.143,.143,.143,.286,-17,.165,-28,1,1,0,0,0,0,/8H7,,olivaja01
522,Ryan Ritter,25,COL,NL,-0.1,6,7,7,1,1,0,0,0,0,0,0,0,3,.143,.143,.143,.286,-23,.129,-46,1,0,0,0,0,0,/4H,,rittery01
523,Ryan Bliss,26,SEA,AL,-0.1,2,6,4,0,0,0,0,0,1,0,0,1,2,.000,.167,.000,.167,-47,.117,-38,0,0,0,0,1,0,/4DH,,blissry01
524,Brett Harris,28,ATH,AL,0.1,5,6,4,0,0,0,0,0,0,0,0,1,2,.000,.333,.000,.333,1,.240,35,0,0,1,0,0,0,/5H4,,harribr02
525,Buddy Kennedy,27,SFG,NL,-0.1,5,6,5,0,0,0,0,0,0,0,0,1,2,.000,.167,.000,.167,-46,.117,-40,0,0,0,0,0,0,/5H14D,,kennebu01
526,Will Wilson,27,SEA,AL,0.0,2,6,5,1,1,0,0,1,2,0,0,1,1,.200,.333,.800,1.133,215,.461,203,4,0,0,0,0,0,/5,,wilsowi03
527,Luken Baker,29,ARI,NL,-0.1,3,5,5,0,1,0,0,0,0,0,0,0,3,.200,.200,.200,.400,13,.181,0,1,0,0,0,0,0,/3H,,bakerlu01
528,Denzer Guzmán,22,LAA,AL,-0.1,1,5,5,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-122,0,0,0,0,0,0,/5,,guzmade01
529,Jim Jarvis*,25,ATL,NL,-0.1,2,5,5,0,1,0,0,0,0,0,0,0,2,.200,.200,.200,.400,16,.181,5,1,0,0,0,0,0,/6,,jarviji01
530,Josh Rojas*,32,KCR,AL,0.0,2,5,5,1,1,0,0,0,2,0,0,0,0,.200,.200,.200,.400,15,.183,5,1,0,0,0,0,0,/5H,,rojasjo01
531,Michael Stefanic,30,ATH,AL,0.0,2,5,5,1,2,0,0,0,0,0,0,0,1,.400,.400,.400,.800,119,.365,122,2,0,0,0,0,0,/46H,,stefami01
532,Dylan Carlson#,27,CHC,NL,-0.2,3,4,4,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-122,0,0,0,0,0,0,/H79D,,carlsdy01
533,Gabriel González,22,MIN,AL,0.1,1,4,2,1,1,0,0,0,0,0,0,2,0,.500,.750,.500,1.250,258,.556,261,1,0,0,0,0,0,/7,,gonzaga03
534,Kiké Hernández,34,LAD,NL,0.3,2,4,4,2,4,2,0,1,2,0,0,0,0,1.000,1.000,2.250,3.250,784,1.344,838,9,0,0,0,0,0,/5,,hernaen02
535,Scott Kingery,32,CHC,NL,-0.2,8,4,4,2,1,0,0,0,0,1,0,0,0,.250,.250,.250,.500,46,.289,42,1,0,0,0,0,0,/HD45,,kingesc01
536,Trey Mancini,34,LAA,AL,0.1,1,4,4,1,3,0,0,0,1,0,0,0,0,.750,.750,.750,1.500,328,.685,357,3,1,0,0,0,0,/3,,mancitr01
537,Anthony Seigler*,27,BOS,AL,0.1,2,4,3,0,1,1,0,0,0,0,0,1,1,.333,.500,.667,1.167,231,.493,224,2,0,0,0,0,0,/4H,,seiglan01
538,Eric Wagaman,28,NYM,NL,0.1,3,4,4,1,1,0,0,1,1,0,0,0,1,.250,.250,1.000,1.250,235,.512,240,4,0,0,0,0,0,/H5D,,wagamer01
539,Omar Martínez*,24,LAA,AL,0.0,5,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,90,.304,89,1,0,0,0,0,0,/2H,,martiom01
540,Ali Sánchez,29,NYY,AL,-0.1,2,3,3,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-123,0,0,0,0,0,0,/2,,sanchal04
541,Cody Freeman,25,TEX,AL,0.0,1,2,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,197,.457,204,1,0,0,0,0,0,/47H,,freemco01
542,Jeferson Quero,23,MIL,NL,0.0,1,2,1,0,0,0,0,0,0,0,0,1,0,.000,.500,.000,.500,57,.350,122,0,0,0,0,0,0,/2,,queroje01
543,Maverick Handley,28,BAL,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-117,0,0,0,0,0,0,/H,,handlma01
544,Luke Williams,29,ATL,NL,-0.1,2,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,.699,382,0,0,0,0,0,0,/47H,,willilu01
545,Clayton Beeter,27,WSN,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,beetecl01
546,Paul Blackburn,32,NYY,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,blackpa01
547,Aroldis Chapman*,38,BOS,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,chapmar01
548,Jhoan Duran,28,PHI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,duranjh01
549,Lucas Erceg*,31,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,erceglu01
550,Carlos Estévez,33,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,estevca01
551,Pete Fairbanks,32,MIA,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,fairbpe01
552,Didier Fuentes,21,ATL,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,fuentdi01
553,Cade Gibson*,28,MIA,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,gibsoca01
554,J.T. Ginn,27,ATH,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,ginnjt01
555,Sam Hentges*,29,SFG,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,hentgsa01
556,Raisel Iglesias,36,ATL,NL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,iglesra01
557,Tyler Kinley,35,ATL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,kinlety01
558,Alex Lange,30,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,langeal01
559,Jacob Latz,30,TEX,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,latzja01
560,Jonathan Loáisiga,31,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,loaisjo01
561,Reynaldo López,32,ATL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,lopezre01
562,Brad Lord,26,WSN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,lordbr02
563,Trevor Megill*,32,MIL,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,megiltr01
564,Daniel Palencia,26,CHC,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,palenda01
565,Chad Patrick,27,MIL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,patrich01
566,Jack Perkins,26,ATH,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,perkija01
567,Logan Porter,30,SFG,NL,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/H,,portelo01
568,Orlando Ribalta,28,WSN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,ribalor01
569,Ryan Rolison,28,CHC,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,rolisry01
570,Paxton Schultz*,28,WSN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,schulpa01
571,Dylan Smith,26,SFG,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,smithdy01
572,George Soriano,27,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,soriage01
573,Gabe Speier*,31,SEA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,speiega01
574,Robert Suarez,35,ATL,NL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,suarero01
575,Caleb Thielbar,39,CHC,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,thielca01
576,Ricky Vanasco,27,DET,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,vanasri01
