Player,Team,Age,G,GS,CG,SHO,IP,H,ER,K,BB,HR,W,L,SV,BS,HLD,ERA,WHIP,AB,2B,3B,HBP,Season,OBP,Total_OB,Total_Outs,AVG_faced,Game_Fatigue_Factor,Condition,Status,Injured Days,League,City,Mascot
Zach Misiewicz,GRA,27,71,0,0,0,63.1,47,24,82,31,5,7,4,0,4,23,3.41,1.23,236.3,0,0,0,2022,0.2907801418439716,78,189.3,3.7647887323943663,0,100,Healthy,0,SOL,Grayslake,Cephalopod
Corey Urena,RIC,26,14,9,0,0,63.1,63,34,48,19,8,3,6,0,1,0,4.83,1.29,252.3,0,0,0,2022,0.30069930069930073,82,189.3,19.37857142857143,0,100,Healthy,0,SOL,Richmond County,Skink
Stephen DeSclafani,GRA,27,59,2,0,0,63.0,62,28,63,22,6,3,3,1,0,4,4.0,1.33,251.0,0,0,0,2022,0.3071593533487298,84,189.0,4.627118644067797,0,100,Healthy,0,SOL,Grayslake,Cephalopod
Jake Lindor,HUN,28,64,0,0,0,63.0,33,8,77,15,2,7,3,2,2,19,1.14,0.76,222.0,0,0,0,2022,0.2021276595744681,48,189.0,3.703125,0,100,Healthy,0,SOL,Huntsville,Eel
Domingo Sanchez,CHA,31,59,0,0,0,63.0,60,31,84,26,12,4,6,9,7,7,4.43,1.37,249.0,0,0,0,2022,0.3135011441647597,86,189.0,4.661016949152542,0,100,Healthy,0,SOL,Chattanooga,Bee
Kyle Diaz,GRA,25,12,12,0,0,63.0,55,24,48,19,6,2,3,0,0,0,3.43,1.17,244.0,0,0,0,2022,0.2805755395683453,74,189.0,21.916666666666668,0,100,Healthy,0,SOL,Grayslake,Cephalopod
Jeter Pinto,MEL,28,67,0,0,0,62.2,55,30,90,46,5,4,5,20,7,4,4.31,1.61,241.60000000000002,0,0,0,2022,0.3492407809110629,101,186.60000000000002,4.292537313432836,0,100,Healthy,0,NNL,Melbourne,Koi
Rougned Diaz,GIL,34,12,12,0,0,62.2,54,14,48,16,1,3,2,0,0,0,2.01,1.12,240.60000000000002,0,0,0,2022,0.2718446601941748,70,186.60000000000002,21.383333333333336,0,100,Healthy,0,NNL,Gilbert,Gopher
A.J. Contreras,SCR,34,66,0,0,0,62.1,61,34,60,33,8,3,3,7,4,4,4.91,1.51,247.3,0,0,0,2022,0.3348115299334812,94,186.3,4.246969696969697,0,100,Healthy,0,NNL,Scranton,Octopus
Nick Banda,SIO,35,68,0,0,0,62.1,68,40,64,13,9,0,3,1,3,13,5.78,1.3,254.3,0,0,0,2022,0.3023255813953489,81,186.3,3.9308823529411767,0,100,Healthy,0,SOL,Sioux Falls,Toucan
Clarke Heasley,MEL,27,20,10,0,0,62.1,67,44,60,22,19,3,6,0,1,0,6.35,1.43,253.3,0,0,0,2022,0.3227990970654628,89,186.3,13.765,0,100,Healthy,0,NNL,Melbourne,Koi
Jonathan India,NAS,26,57,0,0,0,62.0,41,16,72,19,3,3,2,1,0,8,2.32,0.97,227.0,0,0,0,2022,0.2443324937027708,60,186.0,4.315789473684211,0,100,Healthy,0,SOL,Nashville,Crow
Reyes Lyles,OLY,31,57,0,0,0,62.0,51,19,56,25,8,6,3,2,3,13,2.76,1.23,237.0,0,0,0,2022,0.2907801418439716,76,186.0,4.5964912280701755,0,100,Healthy,0,NNL,Olympia,list
Chad Chavis,NOR,29,61,0,0,0,62.0,34,9,118,18,3,3,1,32,3,4,1.31,0.84,220.0,0,0,0,2022,0.21875,52,186.0,3.901639344262295,0,100,Healthy,0,NNL,Norwich,Guineafowl
Kris Moore,GIL,26,35,8,0,0,61.1,46,33,63,35,5,3,6,0,1,8,4.84,1.32,229.3,0,0,0,2022,0.3055555555555555,81,183.3,7.551428571428572,0,100,Healthy,0,NNL,Gilbert,Gopher
Luke Castillo,RAN,29,42,7,0,0,61.0,49,19,70,22,7,2,3,2,4,4,2.8,1.16,232.0,0,0,0,2022,0.2788461538461538,71,183.0,6.0476190476190474,0,100,Healthy,0,SOL,Rancho Cucamonga,Gazelle
Tyler Arraez,HUN,27,60,0,0,0,61.0,53,32,67,14,12,2,1,0,1,6,4.72,1.1,236.0,0,0,0,2022,0.26829268292682934,67,183.0,4.166666666666667,0,100,Healthy,0,SOL,Huntsville,Eel
Brent Garcia,PRO,36,64,0,0,0,61.0,57,23,68,17,3,4,6,3,1,20,3.39,1.21,240.0,0,0,0,2022,0.28741092636579574,74,183.0,4.015625,0,100,Healthy,0,NNL,Provo,Duck breeds
Joe Stassi,HAR,32,61,0,0,0,61.0,48,21,58,16,6,4,5,1,4,22,3.1,1.05,231.0,0,0,0,2022,0.2592592592592593,64,183.0,4.049180327868853,0,100,Healthy,0,SOL,Hartford,Zebra
Max Escobar,FIT,28,65,0,0,0,60.2,31,13,96,30,2,6,4,15,2,26,1.93,1.01,211.60000000000002,0,0,0,2022,0.2518703241895262,61,180.60000000000002,3.716923076923077,0,100,Healthy,0,NNL,Fitchburg,Badger
Vimael Kennedy,RIC,28,63,0,0,0,60.2,53,31,68,33,9,1,0,0,0,11,4.6,1.42,233.60000000000002,0,0,0,2022,0.3212669683257918,86,180.60000000000002,4.231746031746032,0,100,Healthy,0,SOL,Richmond County,Skink
Wil Barrera,GRA,28,64,0,0,0,60.1,49,22,60,34,2,2,11,30,3,2,3.28,1.38,229.3,0,0,0,2022,0.3150684931506849,83,180.3,4.1140625,0,100,Healthy,0,SOL,Grayslake,Cephalopod
Brad Hernandez,CHA,25,55,0,0,0,60.1,45,13,88,26,2,4,0,2,0,8,1.94,1.18,225.3,0,0,0,2022,0.2822966507177034,71,180.3,4.569090909090909,0,100,Healthy,0,SOL,Chattanooga,Bee
Shawn Villar,GRA,27,17,8,0,0,60.1,53,27,40,29,8,3,3,0,0,1,4.03,1.36,233.3,0,0,0,2022,0.3119266055045872,82,180.3,15.429411764705883,0,100,Healthy,0,SOL,Grayslake,Cephalopod
Yoshi Gilbert,GRA,27,60,0,0,0,60.1,72,26,43,11,2,1,0,0,1,4,3.88,1.38,252.3,0,0,0,2022,0.3150684931506849,83,180.3,4.388333333333334,0,100,Healthy,0,SOL,Grayslake,Cephalopod
Jimmy Jameson,APP,37,57,0,0,0,60.1,35,12,69,25,3,6,4,34,3,0,1.79,0.99,215.3,0,0,0,2022,0.24812030075187969,60,180.3,4.215789473684211,0,100,Healthy,0,NNL,Appleton,Raven
Erick Walls,HUN,34,63,0,0,0,60.0,51,25,72,28,4,6,7,22,5,2,3.75,1.32,231.0,0,0,0,2022,0.3055555555555555,79,180.0,4.111111111111111,0,100,Healthy,0,SOL,Huntsville,Eel
Jose Cease,SIO,26,32,4,0,0,60.0,49,21,56,22,3,5,4,8,1,1,3.15,1.18,229.0,0,0,0,2022,0.2822966507177034,71,180.0,7.84375,0,100,Healthy,0,SOL,Sioux Falls,Toucan
Luis Carrasco,WES,32,69,0,0,0,60.0,59,19,61,6,6,2,5,2,6,22,2.85,1.08,239.0,0,0,0,2022,0.2647058823529412,65,180.0,3.550724637681159,0,100,Healthy,0,SOL,Westminster,Tarsier
Luis Garver,CHA,33,12,12,0,0,60.0,52,25,46,17,5,4,3,0,0,0,3.75,1.15,232.0,0,0,0,2022,0.2771084337349397,69,180.0,20.75,0,100,Healthy,0,SOL,Chattanooga,Bee
Aaron Alvarado,CHA,36,67,0,0,0,59.1,51,23,80,18,5,4,3,1,1,18,3.49,1.16,228.3,0,0,0,2022,0.2788461538461538,69,177.3,3.676119402985075,0,100,Healthy,0,SOL,Chattanooga,Bee
Eduardo Astudillo,OLY,29,51,0,0,0,59.1,55,22,46,26,7,2,0,0,0,3,3.34,1.37,232.3,0,0,0,2022,0.3135011441647597,81,177.3,5.064705882352942,0,100,Healthy,0,NNL,Olympia,list
Adrian Greinke,GIL,31,57,0,0,0,59.0,42,20,73,18,6,3,6,14,6,12,3.05,1.02,219.0,0,0,0,2022,0.2537313432835821,60,177.0,4.157894736842105,0,100,Healthy,0,NNL,Gilbert,Gopher
Andrew Vogelbach,BRE,27,63,1,0,0,58.2,50,34,54,28,2,3,8,1,2,19,5.22,1.33,224.60000000000002,0,0,0,2022,0.3071593533487298,78,174.60000000000002,4.0095238095238095,0,100,Healthy,0,SOL,Bremerton,Planarian
James Paddack,NEW,35,65,0,0,0,58.2,54,25,52,22,4,0,5,1,5,18,3.84,1.3,228.60000000000002,0,0,0,2022,0.3023255813953489,76,174.60000000000002,3.8553846153846156,0,100,Healthy,0,SOL,Newport News,Horse
Andrew Castillo,RAN,29,65,0,0,0,58.2,46,26,64,22,11,4,2,7,6,23,3.99,1.16,220.60000000000002,0,0,0,2022,0.2788461538461538,68,174.60000000000002,3.7323076923076925,0,100,Healthy,0,SOL,Rancho Cucamonga,Gazelle
Matt Nogosek,NAS,35,60,2,0,0,58.1,58,35,52,26,9,6,2,1,0,7,5.4,1.44,232.3,0,0,0,2022,0.32432432432432434,84,174.3,4.305000000000001,0,100,Healthy,0,SOL,Nashville,Crow
Tyler Stephenson,NAS,25,15,11,0,0,58.0,53,25,50,32,6,1,2,0,0,0,3.88,1.47,227.0,0,0,0,2022,0.3288590604026846,85,174.0,17.266666666666666,0,100,Healthy,0,SOL,Nashville,Crow
Matt Alcantara,SCR,28,53,0,0,0,58.0,67,41,56,14,8,2,3,1,2,5,6.36,1.4,241.0,0,0,0,2022,0.3181818181818181,81,174.0,4.811320754716981,0,100,Healthy,0,NNL,Scranton,Octopus
Anthony Brown,FAI,27,57,0,0,0,57.2,42,20,68,21,11,2,3,8,4,8,3.12,1.09,213.60000000000002,0,0,0,2022,0.2665036674816626,63,171.60000000000002,4.115789473684211,0,100,Healthy,0,NNL,Fairfield,Puma
Brandon Garrett,HIG,26,12,12,0,0,57.2,69,40,53,19,13,4,6,0,0,0,6.24,1.53,240.60000000000002,0,0,0,2022,0.33774834437086093,88,171.60000000000002,21.633333333333336,0,100,Healthy,0,SOL,High Point,Giraffe
Lou Heim,RIC,34,58,0,0,0,57.2,44,18,85,16,7,4,4,37,4,0,2.81,1.04,215.60000000000002,0,0,0,2022,0.25742574257425743,60,171.60000000000002,3.9931034482758623,0,100,Healthy,0,SOL,Richmond County,Skink
Alan Adames,SHR,30,56,0,0,0,57.2,53,25,45,18,9,5,5,1,0,10,3.9,1.23,224.60000000000002,0,0,0,2022,0.2907801418439716,71,171.60000000000002,4.332142857142857,0,100,Healthy,0,SOL,Shreveport,list
Alex Cruz,SHR,26,66,0,0,0,57.2,46,9,55,21,2,7,1,1,0,24,1.4,1.16,217.60000000000002,0,0,0,2022,0.2788461538461538,67,171.60000000000002,3.6151515151515157,0,100,Healthy,0,SOL,Shreveport,list
Enyel Corbin,NEW,27,29,3,0,0,57.2,46,20,56,23,5,5,5,2,1,4,3.12,1.2,217.60000000000002,0,0,0,2022,0.2857142857142857,69,171.60000000000002,8.296551724137931,0,100,Healthy,0,SOL,Newport News,Horse
Albert Ford,OGD,28,51,1,0,0,57.1,58,28,57,25,1,1,6,1,3,10,4.4,1.45,229.3,0,0,0,2022,0.32584269662921345,83,171.3,4.986274509803922,0,100,Healthy,0,NNL,Ogden,Ermine
Donovan Marte,GRA,32,64,0,0,0,57.1,48,18,67,19,5,2,3,3,1,19,2.83,1.17,219.3,0,0,0,2022,0.2805755395683453,67,171.3,3.7234375,0,100,Healthy,0,SOL,Grayslake,Cephalopod
Tyler Moore,NEW,36,50,0,0,0,57.1,63,17,60,17,4,4,4,2,1,6,2.67,1.4,234.3,0,0,0,2022,0.3181818181818181,80,171.3,5.026,0,100,Healthy,0,SOL,Newport News,Horse
Austin Detwiler,NEW,35,59,0,0,0,57.1,42,23,47,20,7,5,4,6,5,17,3.61,1.08,213.3,0,0,0,2022,0.2647058823529412,62,171.3,3.9542372881355936,0,100,Healthy,0,SOL,Newport News,Horse
Zach Diaz,SIO,23,13,11,1,0,57.1,75,30,55,27,1,2,8,0,0,0,4.71,1.78,246.3,0,0,0,2022,0.3723849372384937,102,171.3,21.023076923076925,0,100,Healthy,0,SOL,Sioux Falls,Toucan
Mike McClanahan,HIG,26,14,10,0,0,57.0,68,43,42,20,13,3,8,0,0,0,6.79,1.54,239.0,0,0,0,2022,0.3392070484581498,88,171.0,18.5,0,100,Healthy,0,SOL,High Point,Giraffe
Ashton Rogers,SCR,27,45,4,0,0,57.0,66,40,47,29,8,4,4,0,0,7,6.32,1.67,237.0,0,0,0,2022,0.3576017130620985,95,171.0,5.911111111111111,0,100,Healthy,0,NNL,Scranton,Octopus
Edmundo Grove,APP,30,62,0,0,0,57.0,44,22,54,23,7,4,4,2,4,13,3.47,1.18,215.0,0,0,0,2022,0.2822966507177034,67,171.0,3.838709677419355,0,100,Healthy,0,NNL,Appleton,Raven
Donovan Hunter,GRA,28,62,0,0,0,56.2,49,22,77,13,4,3,2,2,2,11,3.49,1.09,217.60000000000002,0,0,0,2022,0.2665036674816626,62,168.60000000000002,3.7193548387096778,0,100,Healthy,0,SOL,Grayslake,Cephalopod
Robert Arias,NEW,31,56,0,0,0,56.1,42,17,47,17,2,3,4,4,5,9,2.72,1.05,210.3,0,0,0,2022,0.2592592592592593,59,168.3,4.058928571428572,0,100,Healthy,0,SOL,Newport News,Horse
Seranthony Varland,HUN,28,15,10,0,0,56.0,51,23,47,19,6,1,2,0,0,0,3.7,1.25,219.0,0,0,0,2022,0.29411764705882354,70,168.0,15.866666666666667,0,100,Healthy,0,SOL,Huntsville,Eel
Jesus Quinn,CHA,27,11,11,0,0,56.0,48,20,51,11,4,2,3,0,0,0,3.21,1.05,216.0,0,0,0,2022,0.2592592592592593,59,168.0,20.636363636363637,0,100,Healthy,0,SOL,Chattanooga,Bee
Jacob Morris,CHI,26,27,7,0,0,56.0,72,46,35,31,7,0,5,0,0,1,7.39,1.84,240.0,0,0,0,2022,0.38016528925619836,103,168.0,10.037037037037036,0,100,Healthy,0,SOL,Chicago,Common names of poisonous animals
Carlos Soler,WES,38,62,0,0,0,56.0,63,29,35,21,5,3,10,18,3,1,4.66,1.5,231.0,0,0,0,2022,0.3333333333333333,84,168.0,4.064516129032258,0,100,Healthy,0,SOL,Westminster,Tarsier
Didi Rooker,HIG,33,39,1,0,0,55.1,48,26,38,9,11,0,1,1,2,2,4.23,1.03,213.3,0,0,0,2022,0.25558312655086846,57,165.3,5.7,0,100,Healthy,0,SOL,High Point,Giraffe
John Machado,RAN,32,43,3,0,0,55.0,56,22,61,14,6,2,3,2,1,2,3.6,1.27,221.0,0,0,0,2022,0.29742388758782207,70,165.0,5.465116279069767,0,100,Healthy,0,SOL,Rancho Cucamonga,Gazelle
Tyler Cyr,BRI,30,10,9,1,0,54.2,63,25,31,9,5,5,2,0,0,0,4.12,1.32,225.60000000000002,0,0,0,2022,0.3055555555555555,72,162.60000000000002,23.46,0,100,Healthy,0,NNL,Brighton,Swordtail
Tim Park,CHA,31,59,0,0,0,54.2,36,7,62,31,2,2,1,1,4,17,1.15,1.23,198.60000000000002,0,0,0,2022,0.2907801418439716,67,162.60000000000002,3.891525423728814,0,100,Healthy,0,SOL,Chattanooga,Bee
Travis Bouchard,FAI,28,41,0,0,0,54.2,50,24,50,20,8,3,1,0,0,5,3.95,1.28,212.60000000000002,0,0,0,2022,0.29906542056074764,70,162.60000000000002,5.673170731707318,0,100,Healthy,0,NNL,Fairfield,Puma
Kyle Collins,HUN,27,63,0,0,0,54.1,37,13,79,24,2,5,0,1,2,16,2.15,1.12,199.3,0,0,0,2022,0.2718446601941748,61,162.3,3.5444444444444447,0,100,Healthy,0,SOL,Huntsville,Eel
J.D. Akin,BRI,31,59,1,0,0,54.1,47,20,78,25,5,4,4,2,1,9,3.31,1.33,209.3,0,0,0,2022,0.3071593533487298,72,162.3,3.9711864406779664,0,100,Healthy,0,NNL,Brighton,Swordtail
Kerry Lee,NEW,29,59,0,0,0,54.1,40,22,53,22,5,7,3,7,0,9,3.64,1.14,202.3,0,0,0,2022,0.2753623188405797,62,162.3,3.8016949152542376,0,100,Healthy,0,SOL,Newport News,Horse
Jason Toglia,SIO,30,50,3,0,0,54.1,56,33,61,29,5,2,1,0,1,3,5.47,1.56,218.3,0,0,0,2022,0.3421052631578947,85,162.3,4.946000000000001,0,100,Healthy,0,SOL,Sioux Falls,Toucan
Sergio Stratton,MEM,23,10,9,1,1,54.0,44,19,47,23,4,2,4,0,0,0,3.17,1.24,206.0,0,0,0,2022,0.29245283018867924,67,162.0,22.9,0,100,Healthy,0,NNL,Memphis,Thrush
Graham Waldichuk,NEW,30,53,0,0,0,54.0,43,25,64,18,10,2,0,2,1,6,4.17,1.13,205.0,0,0,0,2022,0.27360774818401934,61,162.0,4.2075471698113205,0,100,Healthy,0,SOL,Newport News,Horse
Kendall Richards,MEL,32,56,0,0,0,53.2,48,18,48,15,4,1,3,10,4,5,3.02,1.17,207.60000000000002,0,0,0,2022,0.2805755395683453,63,159.60000000000002,3.9750000000000005,0,100,Healthy,0,NNL,Melbourne,Koi
Reese Phelps,GRA,27,12,12,0,0,53.2,63,33,44,25,7,1,5,0,0,0,5.53,1.64,222.60000000000002,0,0,0,2022,0.35344827586206895,88,159.60000000000002,20.633333333333336,0,100,Healthy,0,SOL,Grayslake,Cephalopod
Mauricio Romano,NEW,29,57,1,0,0,53.2,39,10,70,10,3,3,2,3,2,14,1.68,0.91,198.60000000000002,0,0,0,2022,0.23273657289002558,49,159.60000000000002,3.659649122807018,0,100,Healthy,0,SOL,Newport News,Horse
Whit Rojas,MEM,28,39,1,0,0,53.2,49,22,47,23,3,3,3,2,1,2,3.69,1.34,208.60000000000002,0,0,0,2022,0.30875576036866365,72,159.60000000000002,5.938461538461539,0,100,Healthy,0,NNL,Memphis,Thrush
John Seager,RAN,34,60,0,0,0,53.2,37,16,61,15,3,1,2,6,3,22,2.68,0.97,196.60000000000002,0,0,0,2022,0.2443324937027708,52,159.60000000000002,3.526666666666667,0,100,Healthy,0,SOL,Rancho Cucamonga,Gazelle
Michael Heasley,NAS,27,50,0,0,0,53.1,40,18,61,17,3,5,0,1,1,3,3.04,1.07,199.3,0,0,0,2022,0.2628992628992629,57,159.3,4.3260000000000005,0,100,Healthy,0,SOL,Nashville,Crow
Jordan Adam,PRO,28,50,1,0,0,53.0,36,18,53,20,7,4,2,1,2,5,3.06,1.06,195.0,0,0,0,2022,0.2610837438423645,56,159.0,4.3,0,100,Healthy,0,NNL,Provo,Duck breeds
Erik Story,RIC,31,35,0,0,0,53.0,42,18,49,18,5,2,0,0,0,1,3.06,1.13,201.0,0,0,0,2022,0.27360774818401934,60,159.0,6.257142857142857,0,100,Healthy,0,SOL,Richmond County,Skink
Robinson Freeman,MEM,39,46,1,0,0,53.0,49,16,61,14,5,3,3,0,2,10,2.72,1.19,208.0,0,0,0,2022,0.2840095465393795,63,159.0,4.826086956521739,0,100,Healthy,0,NNL,Memphis,Thrush
Chris Suarez,OGD,28,45,0,0,0,51.2,42,15,69,16,4,3,4,19,4,4,2.61,1.12,195.60000000000002,0,0,0,2022,0.2718446601941748,58,153.60000000000002,4.702222222222223,0,100,Healthy,0,NNL,Ogden,Ermine
Christian Nance,OGD,29,25,5,0,0,51.2,57,30,35,23,6,2,5,0,0,3,5.23,1.55,210.60000000000002,0,0,0,2022,0.34065934065934067,80,153.60000000000002,9.344000000000001,0,100,Healthy,0,NNL,Ogden,Ermine
Donovan Hicks,MEL,31,60,0,0,0,51.1,34,17,63,26,7,5,5,0,4,19,2.98,1.17,187.3,0,0,0,2022,0.2805755395683453,60,153.3,3.555,0,100,Healthy,0,NNL,Melbourne,Koi
Bailey Capel,BRE,28,39,0,0,0,51.1,61,23,30,14,5,1,4,0,5,8,4.03,1.46,214.3,0,0,0,2022,0.3273542600896861,75,153.3,5.853846153846154,0,100,Healthy,0,SOL,Bremerton,Planarian
Seranthony Carlson,BRI,28,54,0,0,0,51.0,36,17,61,22,4,6,5,9,2,16,3.0,1.14,189.0,0,0,0,2022,0.2753623188405797,58,153.0,3.9074074074074074,0,100,Healthy,0,NNL,Brighton,Swordtail
Carlos Effross,GRA,25,16,8,0,0,51.0,40,25,48,13,9,3,3,0,0,0,4.41,1.04,193.0,0,0,0,2022,0.25742574257425743,53,153.0,12.875,0,100,Healthy,0,SOL,Grayslake,Cephalopod
Brandon Mendick,BRI,27,59,0,0,0,51.0,38,18,81,24,2,4,2,2,2,22,3.18,1.22,191.0,0,0,0,2022,0.2890995260663507,62,153.0,3.6440677966101696,0,100,Healthy,0,NNL,Brighton,Swordtail
Patrick Castellanos,NEW,27,34,0,0,0,51.0,35,13,66,16,3,6,3,1,2,16,2.29,1.0,188.0,0,0,0,2022,0.25,51,153.0,6.0,0,100,Healthy,0,SOL,Newport News,Horse
Royce Carpenter,SIO,35,49,0,0,0,50.2,45,21,40,27,4,1,1,0,0,3,3.73,1.42,195.60000000000002,0,0,0,2022,0.3212669683257918,72,150.60000000000002,4.542857142857144,0,100,Healthy,0,SOL,Sioux Falls,Toucan
Nick Williams,MEL,35,55,1,0,0,50.2,63,20,32,10,3,2,2,1,2,7,3.55,1.44,213.60000000000002,0,0,0,2022,0.32432432432432434,73,150.60000000000002,4.065454545454545,0,100,Healthy,0,NNL,Melbourne,Koi
Camilo Seabold,NEW,31,24,3,0,0,50.2,52,32,45,18,15,1,1,0,1,1,5.68,1.38,202.60000000000002,0,0,0,2022,0.3150684931506849,70,150.60000000000002,9.191666666666668,0,100,Healthy,0,SOL,Newport News,Horse
Brandon Alvarado,MEM,28,46,0,0,0,50.2,40,12,59,10,5,5,1,0,3,9,2.13,0.99,190.60000000000002,0,0,0,2022,0.24812030075187969,50,150.60000000000002,4.360869565217392,0,100,Healthy,0,NNL,Memphis,Thrush
Carlos Brosseau,NEW,24,39,5,0,0,50.2,46,25,62,33,3,4,4,0,0,9,4.44,1.56,196.60000000000002,0,0,0,2022,0.3421052631578947,79,150.60000000000002,5.887179487179488,0,100,Healthy,0,SOL,Newport News,Horse
Jake Hunter,NEW,27,42,1,0,0,50.1,37,18,52,21,8,2,1,0,1,8,3.22,1.15,187.3,0,0,0,2022,0.2771084337349397,58,150.3,4.95952380952381,0,100,Healthy,0,SOL,Newport News,Horse
Ryan Luetge,WES,38,57,0,0,0,50.1,57,30,44,22,11,4,7,10,6,11,5.36,1.57,207.3,0,0,0,2022,0.3435448577680525,79,150.3,4.02280701754386,0,100,Healthy,0,SOL,Westminster,Tarsier
Robert Holmes,NOR,31,55,0,0,0,50.1,42,25,57,26,3,2,4,0,0,9,4.47,1.35,192.3,0,0,0,2022,0.31034482758620696,68,150.3,3.9690909090909092,0,100,Healthy,0,NNL,Norwich,Guineafowl
Matt Suwinski,BRE,27,55,1,0,0,50.0,50,23,40,18,4,1,7,3,3,7,4.14,1.36,200.0,0,0,0,2022,0.3119266055045872,68,150.0,3.963636363636364,0,100,Healthy,0,SOL,Bremerton,Planarian
Brent Mullins,WES,33,55,0,0,0,50.0,45,29,51,26,9,5,4,0,4,11,5.22,1.42,195.0,0,0,0,2022,0.3212669683257918,71,150.0,4.0181818181818185,0,100,Healthy,0,SOL,Westminster,Tarsier
Yordan Pederson,HUN,24,46,1,0,0,49.2,39,18,43,10,3,2,4,4,1,10,3.26,0.99,186.60000000000002,0,0,0,2022,0.24812030075187969,49,147.60000000000002,4.273913043478261,0,100,Healthy,0,SOL,Huntsville,Eel
Francisco Kwan,WES,31,55,0,0,0,49.1,55,22,52,24,6,4,5,3,4,11,4.01,1.6,202.3,0,0,0,2022,0.3478260869565218,79,147.3,4.114545454545455,0,100,Healthy,0,NNL,Westminster,Tarsier
Sam Grimm,CHI,29,47,0,0,0,49.0,50,22,48,8,6,3,1,3,5,10,4.04,1.18,197.0,0,0,0,2022,0.2822966507177034,58,147.0,4.361702127659575,0,100,Healthy,0,SOL,Chicago,Common names of poisonous animals
Yu Romero,HAR,31,63,0,0,0,48.2,42,17,44,12,7,8,1,2,4,16,3.14,1.11,186.60000000000002,0,0,0,2022,0.27007299270072993,54,144.60000000000002,3.1523809523809527,0,100,Healthy,0,SOL,Hartford,Zebra
Travis Anderson,GIL,26,27,1,0,0,48.1,43,12,24,11,1,4,0,0,0,0,2.23,1.12,187.3,0,0,0,2022,0.2718446601941748,54,144.3,7.344444444444445,0,100,Healthy,0,NNL,Gilbert,Gopher
Harold Hall,CHA,34,50,0,0,0,48.1,30,16,65,13,4,3,3,33,4,0,2.98,0.89,174.3,0,0,0,2022,0.2287917737789203,43,144.3,3.7460000000000004,0,100,Healthy,0,SOL,Chattanooga,Bee
Tucupita Hampson,SHR,30,44,0,0,0,48.1,30,9,54,17,3,4,6,19,4,0,1.68,0.97,174.3,0,0,0,2022,0.2443324937027708,47,144.3,4.347727272727273,0,100,Healthy,0,SOL,Shreveport,list
Kris Abreu,GIL,31,15,10,0,0,48.0,50,28,54,10,8,5,3,0,0,2,5.25,1.25,194.0,0,0,0,2022,0.29411764705882354,60,144.0,13.6,0,100,Healthy,0,NNL,Gilbert,Gopher
Anthony Arias,HIG,28,54,0,0,0,48.0,28,16,67,33,1,2,3,3,3,27,3.0,1.27,172.0,0,0,0,2022,0.29742388758782207,61,144.0,3.7962962962962963,0,100,Healthy,0,SOL,High Point,Giraffe
Thairo Harvey,NEW,28,50,0,0,0,48.0,43,22,37,19,3,2,3,2,1,10,4.13,1.29,187.0,0,0,0,2022,0.30069930069930073,62,144.0,4.12,0,100,Healthy,0,SOL,Newport News,Horse
Hector Moore,PRO,33,55,0,0,0,48.0,45,19,25,14,1,3,0,0,0,7,3.56,1.23,189.0,0,0,0,2022,0.2907801418439716,59,144.0,3.690909090909091,0,100,Healthy,0,NNL,Provo,Duck breeds
Tyler Mitchell,HIG,27,10,9,0,0,48.0,53,25,36,18,7,3,3,0,0,0,4.69,1.48,197.0,0,0,0,2022,0.33035714285714285,71,144.0,21.5,0,100,Healthy,0,SOL,High Point,Giraffe
Sergio Strzelecki,OLY,27,16,9,0,0,48.0,44,28,45,25,12,0,5,0,0,0,5.25,1.44,188.0,0,0,0,2022,0.32432432432432434,69,144.0,13.3125,0,100,Healthy,0,NNL,Olympia,list
Sandy Garrett,WES,28,39,0,0,0,48.0,47,29,44,22,5,1,1,0,0,2,5.44,1.44,191.0,0,0,0,2022,0.32432432432432434,69,144.0,5.461538461538462,0,100,Healthy,0,NNL,Westminster,Tarsier
Alex France,PRO,32,45,0,0,0,47.2,29,12,61,21,4,5,1,1,3,12,2.27,1.05,170.60000000000002,0,0,0,2022,0.2592592592592593,50,141.60000000000002,4.257777777777778,0,100,Healthy,0,NNL,Provo,Duck breeds
Elvis Lugo,APP,27,38,0,0,0,47.2,45,26,42,23,7,2,4,0,1,5,4.91,1.43,186.60000000000002,0,0,0,2022,0.3227990970654628,68,141.60000000000002,5.515789473684211,0,100,Healthy,0,NNL,Appleton,Raven
Spencer Hill,BRE,29,39,0,0,0,47.2,33,15,54,21,5,0,3,7,2,4,2.83,1.13,174.60000000000002,0,0,0,2022,0.27360774818401934,54,141.60000000000002,5.015384615384616,0,100,Healthy,0,SOL,Bremerton,Planarian
Tyler Morris,CHA,29,8,8,0,0,47.2,37,12,50,22,4,4,2,0,0,0,2.27,1.24,178.60000000000002,0,0,0,2022,0.29245283018867924,59,141.60000000000002,25.075000000000003,0,100,Healthy,0,SOL,Chattanooga,Bee
Jared Mejia,NOR,27,15,9,0,0,47.1,46,27,51,13,7,4,2,0,0,0,5.13,1.25,187.3,0,0,0,2022,0.29411764705882354,59,141.3,13.353333333333333,0,100,Healthy,0,NNL,Norwich,Guineafowl
Miles Drury,APP,35,35,0,0,0,47.1,55,40,37,21,7,4,2,0,0,2,7.61,1.61,196.3,0,0,0,2022,0.3492407809110629,76,141.3,6.208571428571429,0,100,Healthy,0,NNL,Appleton,Raven
