Hashcode,Player,Team,Pos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SH,SF,HBP,AVG,OBP,SLG,OPS,League,Teams,Leagues,Season,Total_OB,Total_Outs,Game_Fatigue_Factor,Condition,Status,Injured Days,City,Mascot
620146,Canaan Burdick,DES,2B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['DES'],['ACB'],2024,0,0,0,100,Active,0,Des Moines,Cattle
729690,Brandon Walter,ERI,C,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ERI'],['ACB'],2024,0,0,0,100,Active,0,Erie,Ox
343501,Jovani Slater,MCH,3B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['MCH'],['SOL'],2024,0,0,0,100,Active,0,McHenry,Otter
691255,Andruw Rucker,DEN,C,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['DEN'],['SOL'],2024,0,0,0,100,Active,0,Denver,Land snail
627555,Ray Rendon,STE,3B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['STE'],['SOL'],2024,0,0,0,100,Active,0,Sterling Heights,Bovid
387097,Raisel Adams,ESC,C,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
1027789,Josiah Rea,SAN,2B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
136653,Marco Snider,HAV,3B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
10095,Tim McNeil,SUN,2B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SUN'],['ACB'],2024,0,0,0,100,Active,0,Sunnyvale,Lamprey
699058,Trevor Steer,DES,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['DES'],['ACB'],2024,0,0,0,100,Active,0,Des Moines,Cattle
529507,Declan Moreno,FAY,3B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
628653,Jurickson Steele,GRE,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['GRE'],['ACB'],2024,0,0,0,100,Active,0,Greenville,Hamster
692369,Mitch Mead,PAS,OF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
95680,Tyler Westburg,JAC,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['JAC'],['ACB'],2024,0,0,0,100,Active,0,Jacksonville,Barnacle
418894,Ke'Bryan Kahnle,NEI,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NEI'],['ACB'],2024,0,0,0,100,Active,0,Neilsville,Bat
441487,Ryan Speier,NAS,1B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
77734,Nick Freeland,NAS,C,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
383455,Ben Chafin,GIL,C,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['GIL'],['SOL'],2024,0,0,0,100,Active,0,Gilbert,Star-nosed mole
242155,Wilmer Martinez,BOI,OF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
162375,Kyle Wantz,MCH,1B,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['MCH'],['SOL'],2024,0,0,0,100,Active,0,McHenry,Otter
1002027,Oswaldo Bethancourt,STE,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['STE'],['SOL'],2024,0,0,0,100,Active,0,Sterling Heights,Bovid
236282,Pierce Jimenez,THO,2B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['THO'],['ACB'],2024,0,0,0,100,Active,0,Thousand Oaks,Sole
246957,Ernie Bassitt,LEW,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
773831,Kyle Heasley,SAN,1B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SAN'],['ACB'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
453481,Will McCarthy,ERI,2B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ERI'],['ACB'],2024,0,0,0,100,Active,0,Erie,Ox
698753,Kyle Cleavinger,FAY,OF,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
45574,Jeremiah Moreno,NEW,SS,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
414646,Osleivis Nevin,PAS,C,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
334309,Adley Chang,BOI,C,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
431069,Ceddanne Tapia,NEW,3B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
592742,Tanner Knizner,GRE,SS,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['GRE'],['ACB'],2024,0,0,0,100,Active,0,Greenville,Hamster
703525,Josh Wisdom,GIL,2B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['GIL'],['SOL'],2024,0,0,0,100,Active,0,Gilbert,Star-nosed mole
692516,JT Caminero,BOI,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
861107,J.P. Neris,NEW,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
558465,Bryan Then,THO,1B,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['THO'],['ACB'],2024,0,0,0,100,Active,0,Thousand Oaks,Sole
481713,Gary Means,RAC,DH,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['RAC'],['SOL'],2024,0,0,0,100,Active,0,Racine,Hedgehog
914814,Zack Knizner,RIC,SS,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
934631,Ryan Azocar,SAN,C,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SAN'],['ACB'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
168088,Austin Lawrence,ESC,3B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
592936,Martin Lewis,RIC,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
806856,Spencer Bibee,HAV,3B,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
100984,Mike Hwan Bae,FAY,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
340158,George Gibaut,NEW,1B,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
844570,Eduardo Muller,VIS,SS,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['VIS'],['ACB'],2024,0,0,0,100,Active,0,Visalia,Tahr
332998,Bryan Witt,VIS,C,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['VIS'],['ACB'],2024,0,0,0,100,Active,0,Visalia,Tahr
407797,Alejandro Duran,SAN,SS,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
951876,Spencer Kennedy,LEW,1B,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
182162,Luke Lindor,PAS,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
904055,Michael Mitchell,ROC,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ROC'],['ACB'],2024,0,0,0,100,Active,0,Rockford,Turtle
61532,Matt Winans,LEW,C,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
180080,Rico Morton,GIL,1B,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['GIL'],['SOL'],2024,0,0,0,100,Active,0,Gilbert,Star-nosed mole
525248,Lyon Ortega,HAV,SS,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
365672,Brock Hopkins,RIC,C,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
576338,Tyler Frazier,GIL,3B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['GIL'],['SOL'],2024,0,0,0,100,Active,0,Gilbert,Star-nosed mole
237149,Seth Springs,PAS,SS,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
694678,Jordan Rodon,DEN,OF,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['DEN'],['SOL'],2024,0,0,0,100,Active,0,Denver,Land snail
836619,Matt Leclerc,HAV,OF,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
356426,Brian Erceg,ROC,2B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ROC'],['ACB'],2024,0,0,0,100,Active,0,Rockford,Turtle
188217,Joe Strzelecki,JAC,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['JAC'],['ACB'],2024,0,0,0,100,Active,0,Jacksonville,Barnacle
144951,Ronny Mancini,ESC,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
621443,Brandon Vines,SAN,3B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SAN'],['ACB'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
175948,Mickey Francis,HAV,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
620278,Nick Uribe,LEW,OF,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
474311,Luis Thielbar,BIR,DH,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BIR'],['SOL'],2024,0,0,0,100,Active,0,Birmingham,Hermit crab
385350,Jackson Bernardino,ROC,C,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ROC'],['ACB'],2024,0,0,0,100,Active,0,Rockford,Turtle
608763,Tom Kieboom,PAS,C,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
726662,Javy Mlodzinski,FAY,OF,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
631965,Francisco Llovera,SAN,OF,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
494814,Chase Snead,RIC,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
717421,Ian Winans,ESC,C,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
586845,Carlos Fulmer,PAS,3B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
762908,Edwin Vines,NEW,C,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
260425,Jared Sborz,SUN,C,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SUN'],['ACB'],2024,0,0,0,100,Active,0,Sunnyvale,Lamprey
97035,Matt Kay,SAN,2B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
374735,Anthony Logue,LEW,OF,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
448946,Tucker Batten,NAS,SS,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
565403,Alex Gilbert,RIC,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
855626,Adam Suzuki,SUN,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SUN'],['ACB'],2024,0,0,0,100,Active,0,Sunnyvale,Lamprey
396152,Alex Cueto,PAS,C,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
189335,Spencer Miller,ROC,3B,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ROC'],['ACB'],2024,0,0,0,100,Active,0,Rockford,Turtle
817705,Jose Loup,LEW,OF,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
721553,Miguel Morton,NEI,2B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NEI'],['ACB'],2024,0,0,0,100,Active,0,Neilsville,Bat
74176,Zack Schmitt,BIR,C,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BIR'],['SOL'],2024,0,0,0,100,Active,0,Birmingham,Hermit crab
998681,Joey Vesia,RAC,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['RAC'],['SOL'],2024,0,0,0,100,Active,0,Racine,Hedgehog
182742,Elias Winn,STE,3B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['STE'],['SOL'],2024,0,0,0,100,Active,0,Sterling Heights,Bovid
679292,Franchy Marsh,ROC,2B,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ROC'],['ACB'],2024,0,0,0,100,Active,0,Rockford,Turtle
961897,John Barlow,RIC,OF,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
478071,Jeimer King,NAS,C,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
577251,Kody Bellinger,ESC,C,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
923335,Eric Weaver,RIC,3B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
481509,Ken Suarez,TAL,C,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['TAL'],['ACB'],2024,0,0,0,100,Active,0,Tallahassee,Mandrill
119935,MacKenzie Wells,SAN,OF,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
268845,Lyon Okert,ESC,3B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
722168,Trevor McClanahan,NEI,3B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NEI'],['ACB'],2024,0,0,0,100,Active,0,Neilsville,Bat
304210,Jonah Phillips,THO,C,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['THO'],['ACB'],2024,0,0,0,100,Active,0,Thousand Oaks,Sole
1009658,Giancarlo Smeltzer,THO,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['THO'],['ACB'],2024,0,0,0,100,Active,0,Thousand Oaks,Sole
909766,Eduardo Liberatore,STE,OF,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['STE'],['SOL'],2024,0,0,0,100,Active,0,Sterling Heights,Bovid
799310,James German,RIC,C,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
958703,Hyun Kemp,LEW,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
407513,Trey Tellez,STE,C,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['STE'],['SOL'],2024,0,0,0,100,Active,0,Sterling Heights,Bovid
581865,Trevor Saucedo,BIR,DH,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BIR'],['SOL'],2024,0,0,0,100,Active,0,Birmingham,Hermit crab
1015244,Chad Martin,RIC,3B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
325556,Shawn Heller,SAN,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
529247,Javier Acuna,SAN,3B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
749998,Ryan Flaherty,ROC,2B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ROC'],['ACB'],2024,0,0,0,100,Active,0,Rockford,Turtle
559764,Brusdar Kremer,BIR,2B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BIR'],['SOL'],2024,0,0,0,100,Active,0,Birmingham,Hermit crab
1023925,Seby Neto,MCH,3B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['MCH'],['SOL'],2024,0,0,0,100,Active,0,McHenry,Otter
682688,Kevin Adcock,GRE,2B,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['GRE'],['ACB'],2024,0,0,0,100,Active,0,Greenville,Hamster
487330,Wil Kelly,RIC,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
817350,Chas Pham,DES,3B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['DES'],['ACB'],2024,0,0,0,100,Active,0,Des Moines,Cattle
936952,Brusdar Ruiz,NAS,OF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
394377,Joel Choi,NEW,SS,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
305508,Bryan Mathias,MCH,2B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['MCH'],['SOL'],2024,0,0,0,100,Active,0,McHenry,Otter
1004281,Jackson Milone,MCH,C,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['MCH'],['SOL'],2024,0,0,0,100,Active,0,McHenry,Otter
108752,Alex Adames,BIR,C,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BIR'],['SOL'],2024,0,0,0,100,Active,0,Birmingham,Hermit crab
428095,Emmanuel Rutschman,RAC,C,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['RAC'],['SOL'],2024,0,0,0,100,Active,0,Racine,Hedgehog
937543,Vladimir Haseley,NAS,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
415140,Grayson Kemp,NEW,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
769835,Francisco Hearn,SUN,SS,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SUN'],['ACB'],2024,0,0,0,100,Active,0,Sunnyvale,Lamprey
899961,Isan Mauricio,GRE,OF,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['GRE'],['ACB'],2024,0,0,0,100,Active,0,Greenville,Hamster
405423,Zack Haase,THO,2B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['THO'],['ACB'],2024,0,0,0,100,Active,0,Thousand Oaks,Sole
873643,Trevor Solano,DES,C,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['DES'],['ACB'],2024,0,0,0,100,Active,0,Des Moines,Cattle
480300,Nick Waldron,FAY,3B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
1014157,J.C. Hernandez,SAN,OF,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SAN'],['ACB'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
1007675,Luis Herrin,RIC,C,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
1006426,Alika Cisnero,DES,OF,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['DES'],['ACB'],2024,0,0,0,100,Active,0,Des Moines,Cattle
607385,Aaron Martini,BOI,SS,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
915894,Kerry Sale,VIS,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['VIS'],['ACB'],2024,0,0,0,100,Active,0,Visalia,Tahr
427088,Masyn Vogelbach,BIR,3B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BIR'],['SOL'],2024,0,0,0,100,Active,0,Birmingham,Hermit crab
167012,Tanner Kirby,FAY,2B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
81638,German Dickerson,BIR,1B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BIR'],['SOL'],2024,0,0,0,100,Active,0,Birmingham,Hermit crab
872871,Heston Caminero,ERI,2B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ERI'],['ACB'],2024,0,0,0,100,Active,0,Erie,Ox
91195,Jose Montes,PAS,2B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
7899,Jake Leclerc,SAN,3B,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
662849,Estevan Profar,RAC,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['RAC'],['SOL'],2024,0,0,0,100,Active,0,Racine,Hedgehog
298539,Joe Turang,NEW,3B,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
