Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
377,Nelson Velázquez,24,2TM,2LG,1.2,53,179,162,35,38,6,0,17,34,0,0,14,51,.235,.302,.586,.888,135,.381,141,95,3,2,0,1,0,9D/7H8,,velazne01
377,Nelson Velázquez,24,CHC,NL,0.0,13,32,29,8,7,2,0,3,6,0,0,3,8,.241,.313,.621,.933,149,.384,145,18,1,0,0,0,0,/D9H87,,velazne01
377,Nelson Velázquez,24,KCR,AL,1.1,40,147,133,27,31,4,0,14,28,0,0,11,43,.233,.299,.579,.878,132,.380,140,77,2,2,0,1,0,9D/7H,,velazne01
378,Trayce Thompson,32,2TM,2LG,-0.7,72,179,153,17,25,2,0,6,17,2,0,24,77,.163,.285,.294,.579,60,.272,62,45,1,2,0,0,0,8H97/D,,thomptr01
378,Trayce Thompson,32,LAD,NL,-0.3,36,87,71,12,11,0,0,5,14,0,0,15,37,.155,.310,.366,.677,84,.305,85,26,0,1,0,0,0,8H7/9D,,thomptr01
378,Trayce Thompson,32,CHW,AL,-0.4,36,92,82,5,14,2,0,1,3,2,0,9,40,.171,.261,.232,.493,38,.241,40,19,1,1,0,0,0,89/H7,,thomptr01
379,Luis Urías,26,2TM,2LG,-0.2,52,177,144,18,28,6,0,3,18,0,0,21,41,.194,.337,.299,.636,75,.295,78,43,4,10,0,0,0,45/H,,uriaslu01
379,Luis Urías,26,MIL,NL,-0.2,20,68,55,5,8,2,0,1,5,0,0,7,15,.145,.299,.236,.535,50,.261,54,13,1,5,0,0,0,45/H,,uriaslu01
379,Luis Urías,26,BOS,AL,0.0,32,109,89,13,20,4,0,2,13,0,0,14,26,.225,.361,.337,.698,91,.317,93,30,3,5,0,0,0,4/5H,,uriaslu01
380,Jake Alu*,26,WSN,NL,-0.1,51,175,159,14,36,2,1,2,16,5,1,10,42,.226,.282,.289,.571,60,.275,67,46,2,3,1,2,0,74/5H,,aluja01
381,Kole Calhoun*,35,CLE,AL,0.0,43,174,157,18,34,7,0,6,25,0,1,13,37,.217,.282,.376,.657,80,.288,80,59,3,2,0,2,0,3D/9H,,calhoko01
382,Luis Campusano,24,SDP,NL,1.1,49,174,163,27,52,7,0,7,30,0,0,7,21,.319,.356,.491,.847,131,.367,133,80,8,3,0,1,0,2/DH,,campulu01
383,Lenyn Sosa,23,CHW,AL,-0.7,52,173,164,12,33,6,0,6,14,0,1,5,40,.201,.224,.348,.571,54,.247,48,57,3,0,3,1,1,45/H,,sosale01
384,Chad Wallach,31,LAA,AL,0.1,65,172,157,18,31,5,1,7,15,0,1,13,57,.197,.259,.376,.635,71,.281,72,59,5,0,2,0,0,2/HD3,,wallach01
385,Raimel Tapia*,29,3TM,2LG,-0.1,64,169,148,28,35,4,1,3,13,10,2,17,40,.236,.317,.338,.655,79,.303,78,50,2,1,1,1,0,9H7/8D,,tapiara01
385,Raimel Tapia*,29,2TM,AL,0.6,44,108,96,18,26,4,1,1,10,8,1,11,20,.271,.346,.365,.710,93,.333,96,35,1,0,0,0,0,H79/8D,,tapiara01
385,Raimel Tapia*,29,BOS,AL,0.4,39,97,87,14,23,4,1,1,10,6,1,9,19,.264,.333,.368,.701,90,.325,92,32,1,0,0,0,0,H7/89D,,tapiara01
385,Raimel Tapia*,29,MIL,NL,-0.7,20,61,52,10,9,0,0,2,3,2,1,6,20,.173,.267,.288,.555,52,.247,45,15,1,1,1,1,0,9/H78,,tapiara01
385,Raimel Tapia*,29,TBR,AL,0.1,5,11,9,4,3,0,0,0,0,2,0,2,1,.333,.455,.333,.788,125,.404,132,3,0,0,0,0,0,/79H,,tapiara01
386,Tyler Freeman,24,CLE,AL,-0.3,64,168,153,20,37,7,0,4,18,5,0,10,30,.242,.295,.366,.661,82,.294,77,56,3,2,2,1,0,5H46D/37,,freemty01
387,Blake Perkins#,26,MIL,NL,1.1,67,168,143,28,31,7,0,4,20,5,2,23,46,.217,.325,.350,.675,85,.303,84,50,3,0,2,0,0,98H7/D,,perkibl01
388,Trevor Story,30,BOS,AL,0.8,43,168,158,12,32,9,0,3,14,10,3,9,55,.203,.250,.316,.566,52,.272,58,50,2,1,0,0,0,6/DH4,,storytr01
389,Jose Trevino,30,NYY,AL,0.5,55,168,157,15,33,4,0,4,15,0,0,8,22,.210,.257,.312,.570,56,.272,64,49,6,2,1,0,0,2/H,,trevijo01
390,Dylan Moore,30,SEA,AL,0.5,67,165,145,18,30,9,1,7,19,7,3,16,56,.207,.303,.428,.731,106,.321,109,62,1,4,0,0,0,H47/6D9385,,mooredy01
391,Johan Rojas,22,PHI,NL,2.4,59,164,149,24,45,9,2,2,23,14,1,5,42,.302,.342,.430,.771,110,.347,105,64,1,4,6,0,0,8H/D,,rojasjo03
392,Francisco Mejia#,27,TBR,AL,0.1,50,160,150,22,34,11,0,5,19,0,1,6,38,.227,.258,.400,.658,79,.281,76,60,2,1,1,2,0,2/H,,mejiafr01
393,Zach Remillard,29,CHW,AL,0.1,54,160,147,16,37,7,0,1,18,4,3,8,48,.252,.295,.320,.615,70,.275,69,47,3,1,4,0,1,4/H5976D,,remilza01
394,Tom Murphy,32,SEA,AL,1.2,47,159,145,19,42,12,0,8,17,0,0,10,44,.290,.335,.538,.873,144,.365,141,78,4,1,0,2,0,2/DH,,murphto04
395,Riley Adams,27,WSN,NL,1.1,44,158,143,8,39,13,2,4,21,0,0,11,45,.273,.331,.476,.807,121,.345,119,68,5,2,1,1,0,2/HD,,adamsri03
396,Rougned Odor*,29,SDP,NL,-0.3,59,157,138,21,28,9,0,4,18,2,1,17,37,.203,.299,.355,.654,80,.296,83,49,2,2,0,0,0,4H/59D3,,odorro01
397,Miguel Amaya,24,CHC,NL,0.3,53,156,131,17,28,4,0,5,18,0,0,12,40,.214,.329,.359,.688,90,.310,92,47,2,11,1,1,0,2/DH,,amayami01
398,Austin Nola,33,SDP,NL,-0.6,52,154,130,9,19,3,0,1,8,0,0,18,31,.146,.260,.192,.452,28,.225,30,25,5,2,4,0,0,2/H,,nolaau01
399,Nelson Cruz,42,SDP,NL,-0.4,49,152,143,9,35,5,1,5,23,1,0,6,46,.245,.283,.399,.681,86,.297,81,57,2,2,0,1,1,DH/3,,cruzne02
400,Corey Dickerson*,34,WSN,NL,-0.6,50,152,144,12,36,7,1,2,17,0,1,7,28,.250,.283,.354,.637,76,.279,75,51,3,0,0,1,0,7/HD9,,dickeco01
401,José Miranda,25,MIN,AL,-0.2,40,152,142,12,30,4,0,3,13,0,0,9,24,.211,.263,.303,.566,55,.261,57,43,8,1,0,0,0,5/D3H,,miranjo01
402,Michael Toglia#,24,COL,NL,-1.5,45,152,141,18,23,5,0,4,9,1,1,10,50,.163,.224,.284,.507,31,.230,23,40,3,1,0,0,0,39/H7D,,toglimi01
403,Jonathan Schoop,31,DET,AL,-0.4,55,151,136,15,29,8,0,0,7,0,0,13,37,.213,.278,.272,.550,54,.245,47,37,6,0,0,2,0,45H/16D,,schoojo01
404,Carson Kelly,28,2TM,2LG,0.1,50,151,136,13,28,5,0,2,13,1,0,14,40,.206,.278,.287,.565,56,.256,51,39,2,0,0,1,0,2/1DH,,kellyca02
404,Carson Kelly,28,ARI,NL,-0.1,32,92,84,6,19,3,0,1,6,1,0,7,23,.226,.283,.298,.580,59,.261,52,25,2,0,0,1,0,2/1,,kellyca02
404,Carson Kelly,28,DET,AL,0.2,18,59,52,7,9,2,0,1,7,0,0,7,17,.173,.271,.269,.540,51,.248,49,14,0,0,0,0,0,2/DH1,,kellyca02
405,Jose Barrero,25,CIN,NL,-0.5,46,149,133,15,29,8,0,2,17,3,2,15,44,.218,.295,.323,.619,66,.273,59,43,1,0,0,1,0,68/HD,,garcijo02
406,Willie Calhoun*,28,NYY,AL,-0.2,44,149,134,16,32,7,0,5,16,0,0,14,20,.239,.309,.403,.712,94,.305,88,54,2,0,0,1,1,D/9H7,,calhowi01
407,Cam Gallagher,30,CLE,AL,-1.1,56,149,143,6,18,6,0,0,7,0,0,4,46,.126,.154,.168,.322,-11,.143,-26,24,3,1,0,1,0,2,,gallaca01
408,Miles Mastrobuoni*,27,CHC,NL,0.6,60,149,133,24,32,5,0,1,5,13,1,13,32,.241,.308,.301,.609,70,.291,66,40,1,0,3,0,0,5H/49D617,,mastrmi01
409,Enmanuel Valdéz*,24,BOS,AL,0.0,49,149,139,17,37,8,0,6,19,5,1,8,37,.266,.311,.453,.764,103,.335,102,63,4,1,0,0,0,4/H6D,,valdeen01
410,Kody Clemens*,27,PHI,NL,0.0,47,148,139,15,32,7,0,4,13,0,0,8,40,.230,.277,.367,.644,75,.279,68,51,1,1,0,0,0,3/H1D69,,clemeko01
411,Billy McKinney*,28,NYY,AL,0.2,48,147,128,19,29,3,1,6,14,1,0,17,39,.227,.320,.406,.726,98,.314,93,52,1,1,0,1,1,79/8H3,,mckinbi01
412,Omar Narváez*,31,NYM,NL,-0.1,49,146,128,12,27,5,0,2,7,0,0,14,27,.211,.283,.297,.580,62,.266,62,38,1,0,1,3,0,2/H,,narvaom01
413,Kevin Smith,26,OAK,AL,-0.3,49,146,135,15,25,4,0,5,11,1,0,5,51,.185,.220,.326,.546,52,.235,42,44,3,1,5,0,0,65/HD,,smithke05
414,Parker Meadows*,23,DET,AL,1.0,37,145,125,19,29,4,2,3,13,8,1,17,37,.232,.331,.368,.699,94,.329,100,46,0,2,0,1,1,8/DH,,meadopa01
415,Austin Wynns,32,3TM,NL,-0.1,51,145,130,11,27,6,0,1,10,1,0,9,39,.208,.268,.277,.545,44,.255,39,36,4,2,3,1,0,2/H,,wynnsau01
415,Austin Wynns,32,SFG,NL,0.0,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-125,0,0,0,0,0,0,/2,,wynnsau01
415,Austin Wynns,32,LAD,NL,0.1,5,12,11,0,2,1,0,0,2,0,0,1,5,.182,.250,.273,.523,43,.236,36,3,0,0,0,0,0,/2,,wynnsau01
415,Austin Wynns,32,COL,NL,-0.2,45,131,117,11,25,5,0,1,8,1,0,8,32,.214,.273,.282,.555,46,.261,41,33,4,2,3,1,0,2/H,,wynnsau01
416,AJ Pollock,35,2TM,2LG,-0.7,54,144,133,15,22,4,0,5,15,0,1,9,32,.165,.215,.308,.524,47,.233,48,41,1,0,0,2,0,7DH/89,,polloaj01
416,AJ Pollock,35,SEA,AL,-0.5,49,138,127,15,22,4,0,5,15,0,1,9,30,.173,.225,.323,.547,54,.243,56,41,1,0,0,2,0,D7H,,polloaj01
416,AJ Pollock,35,SFG,NL,-0.3,5,6,6,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-128,0,0,0,0,0,0,/789,,polloaj01
417,Wil Myers,32,CIN,NL,-0.6,37,141,127,11,24,3,0,3,12,2,1,12,48,.189,.257,.283,.541,45,.243,36,36,3,0,1,1,0,93/DH,,myerswi01
418,Davis Schneider,24,TOR,AL,1.8,35,141,116,23,32,12,1,8,20,1,0,21,43,.276,.404,.603,1.008,174,.429,178,70,2,4,0,0,0,4/D57H,,schneda03
419,David Villar,26,SFG,NL,-0.4,46,140,124,15,18,6,0,5,12,1,1,11,45,.145,.236,.315,.550,52,.249,52,39,1,4,0,1,0,45/3HD1,,villada01
420,Mike Zunino,32,CLE,AL,-0.6,42,140,124,11,22,7,0,3,11,0,0,15,61,.177,.271,.306,.578,60,.258,56,38,3,1,0,0,0,2,,zuninmi01
421,Matthew Batten,28,SDP,NL,0.3,43,139,120,19,31,6,0,2,11,2,2,17,30,.258,.355,.358,.713,98,.316,99,43,0,1,1,0,0,45/3H6D,,battema01
422,Ryan McKenna,26,BAL,AL,0.5,88,139,122,23,31,7,0,2,18,5,0,9,40,.254,.316,.361,.677,91,.309,90,44,4,3,3,2,0,98H7/1D,,mckenry01
423,Dairon Blanco,30,KCR,AL,1.2,69,138,124,19,32,7,4,3,18,24,5,10,33,.258,.324,.452,.775,109,.370,118,56,2,2,2,0,0,79H/8D,,blancda02
424,Tyler Soderstrom*,21,OAK,AL,-1.1,45,138,125,9,20,1,0,3,7,0,0,11,43,.160,.232,.240,.472,34,.215,31,30,6,1,0,1,0,D23/H,,soderty01
425,Masyn Winn,21,STL,NL,-0.6,37,137,122,8,21,2,0,2,12,2,1,10,26,.172,.230,.238,.467,28,.224,27,29,1,0,2,3,0,6,,winnma01
426,Rafael Ortega*,32,NYM,NL,0.2,47,136,114,16,25,3,0,1,8,6,1,20,33,.219,.341,.272,.613,74,.303,83,31,0,1,1,0,0,87/H9D,,ortegra01
427,Nolan Schanuel*,21,LAA,AL,0.1,29,132,109,19,30,3,0,1,6,0,0,20,19,.275,.402,.330,.732,104,.334,108,36,1,3,0,0,1,3/DH,,schanno01
428,Brett Wisely*,24,SFG,NL,-0.2,51,131,120,10,21,5,0,2,8,2,1,9,40,.175,.231,.267,.497,38,.219,29,32,2,0,1,1,0,48/H167,,wiselbr01
429,Lawrence Butler*,22,OAK,AL,-0.5,42,129,123,10,26,4,0,4,10,0,0,4,35,.211,.240,.341,.582,62,.256,60,42,5,1,0,1,0,8/H9,,butlela01
430,Nick Gonzales,24,PIT,NL,-0.2,35,128,115,12,24,8,1,2,13,0,1,6,36,.209,.268,.348,.616,66,.261,55,40,0,4,1,2,0,4/6H,,gonzani01
431,Víctor Robles,26,WSN,NL,0.0,36,126,107,15,32,5,1,0,8,8,1,11,18,.299,.385,.364,.750,111,.356,120,39,3,4,4,0,0,8,,roblevi01
432,Garrett Stubbs*,30,PHI,NL,0.1,41,125,113,15,23,4,1,1,12,2,0,9,29,.204,.274,.283,.557,53,.259,51,32,0,2,1,0,0,2/H7,,stubbga01
433,Tucker Barnhart*,32,CHC,NL,-0.5,43,123,109,6,22,3,0,1,9,1,0,12,42,.202,.285,.257,.541,52,.252,50,28,4,1,0,1,0,2/1H,,barnhtu01
434,Noelvi Marté,21,CIN,NL,0.8,35,123,114,15,36,7,0,3,15,6,2,8,25,.316,.366,.456,.822,118,.355,115,52,1,1,0,0,0,5/6HD4,,marteno01
435,Alfonso Rivas III*,26,2TM,NL,0.3,48,123,109,8,25,10,1,3,15,1,0,9,36,.229,.303,.422,.725,95,.313,90,46,1,3,1,1,0,3/H7,,rivasal01
435,Alfonso Rivas III*,26,SDP,NL,0.0,8,17,15,2,3,2,0,0,1,0,0,2,7,.200,.294,.333,.627,73,.280,71,5,0,0,0,0,0,/3H,,rivasal01
435,Alfonso Rivas III*,26,PIT,NL,0.3,40,106,94,6,22,8,1,3,14,1,0,7,29,.234,.305,.436,.741,98,.319,93,41,1,3,1,1,0,3/H7,,rivasal01
436,Jacob Young,23,WSN,NL,0.6,33,121,107,9,27,7,1,0,12,13,0,10,22,.252,.322,.336,.658,84,.316,80,36,2,1,3,0,0,8/DH,,youngja03
437,Luis Guillorme*,28,NYM,NL,-0.1,54,120,107,12,24,6,1,1,9,0,0,10,28,.224,.288,.327,.615,71,.268,63,35,4,0,2,1,1,45/6H1,,guilllu01
438,José Herrera#,26,ARI,NL,-0.2,41,120,101,15,21,5,0,0,7,1,0,13,30,.208,.296,.257,.553,53,.260,50,26,2,0,5,1,0,2/1H,,herrejo04
439,Avisaíl García,32,MIA,NL,-0.6,37,118,108,8,20,3,1,3,12,2,0,6,39,.185,.241,.315,.556,47,.244,32,34,1,2,0,0,1,97/HD8,,garciav01
440,Jiman Choi*,32,2TM,NL,-0.4,39,117,104,12,17,5,0,6,13,0,0,10,35,.163,.239,.385,.624,67,.266,58,40,2,1,0,2,0,D3/H,,choiji01
440,Jiman Choi*,32,PIT,NL,0.0,23,76,73,9,15,4,0,6,11,0,0,2,27,.205,.224,.507,.731,90,.299,80,37,1,0,0,1,0,D/3H,,choiji01
440,Jiman Choi*,32,SDP,NL,-0.4,16,41,31,3,2,1,0,0,2,0,0,8,8,.065,.268,.097,.365,8,.206,18,3,1,1,0,1,0,3/DH,,choiji01
441,Jared Walsh*,29,LAA,AL,-0.9,39,116,104,10,13,4,0,4,11,0,0,11,45,.125,.216,.279,.494,34,.221,27,29,1,1,0,0,0,3/9HD,,walshja01
442,Jesús Aguilar,33,OAK,AL,-0.6,36,115,104,8,23,2,0,5,9,0,0,8,31,.221,.281,.385,.665,86,.281,77,40,3,1,0,1,2,3/DH,,aguilje01
443,Josh Harrison,35,PHI,NL,-0.6,40,114,103,8,21,3,0,2,10,0,0,3,20,.204,.263,.291,.554,52,.256,52,30,2,6,0,2,0,5H4/719D,,harrijo05
444,Jackie Bradley Jr.*,33,KCR,AL,-0.4,43,113,105,10,14,5,0,1,6,0,0,5,29,.133,.188,.210,.397,9,.188,3,22,3,2,1,0,0,89/7H,,bradlja02
445,David Fry,27,CLE,AL,0.4,57,113,101,12,24,6,0,4,15,2,0,8,30,.238,.319,.416,.734,101,.332,106,42,3,4,0,0,0,23H/917D5,,fryda01
446,Yu Chang,27,BOS,AL,0.1,39,112,105,12,17,2,0,6,18,4,0,3,34,.162,.200,.352,.552,45,.252,39,37,2,2,2,0,0,6/4H35D,,changyu01
447,Alika Williams,24,PIT,NL,-0.3,46,112,101,7,20,5,0,0,6,0,0,9,35,.198,.270,.248,.518,42,.237,35,25,2,1,1,0,0,6/H,,willial04
448,Tyler Nevin,26,DET,AL,-0.5,41,111,95,11,19,3,1,2,10,0,1,12,25,.200,.306,.316,.622,73,.283,77,30,1,3,0,1,0,5HD/379,,nevinty01
449,Sam Haggerty#,29,SEA,AL,0.3,52,108,91,13,23,3,1,1,5,10,1,15,17,.253,.364,.341,.705,104,.335,107,31,0,1,1,0,0,H7D4/389,,haggesa01
450,Ronny Mauricio#,22,NYM,NL,0.2,26,108,101,11,25,4,0,2,9,7,0,7,31,.248,.296,.347,.643,78,.299,75,35,2,0,0,0,0,4/56,,mauriro01
451,Jonah Bride,27,OAK,AL,-0.5,40,106,88,9,15,3,0,0,7,0,1,11,22,.170,.286,.205,.490,43,.232,46,18,3,4,1,2,0,5/HD3,,bridejo01
452,René Pinto,26,TBR,AL,0.3,38,105,103,10,26,3,0,6,16,0,0,2,34,.252,.267,.456,.723,96,.313,97,47,2,0,0,0,0,2/1,,pintore02
453,Jon Singleton*,31,2TM,2LG,-0.5,36,105,91,11,15,3,0,2,12,0,0,13,23,.165,.267,.264,.530,48,.252,51,24,2,0,0,1,0,3H/D,,singljo02
453,Jon Singleton*,31,MIL,NL,-0.4,11,32,29,3,3,1,0,0,2,0,0,3,11,.103,.188,.138,.325,-9,.157,-19,4,0,0,0,0,0,/3DH,,singljo02
453,Jon Singleton*,31,HOU,AL,-0.1,25,73,62,8,12,2,0,2,10,0,0,10,12,.194,.301,.323,.624,73,.293,81,20,2,0,0,1,0,3H/D,,singljo02
454,Jonathan Davis,31,MIA,NL,0.0,34,104,90,22,22,4,1,2,10,1,2,7,29,.244,.307,.378,.685,81,.305,85,34,1,2,2,2,0,8/H97,,davisjo05
455,Jonathan Aranda*,25,TBR,AL,0.2,34,103,87,13,20,4,1,2,13,0,0,13,31,.230,.340,.368,.708,97,.309,94,32,1,2,0,1,1,D3H/45,,arandjo01
456,Everson Pereira,22,NYY,AL,-0.6,27,103,93,6,14,4,0,0,10,4,0,8,40,.151,.233,.194,.427,20,.211,14,18,1,2,0,0,0,7,,pereiev01
457,José Azócar,27,SDP,NL,0.0,55,102,91,16,21,6,0,2,9,8,2,4,24,.231,.278,.363,.641,75,.295,74,33,2,2,5,0,0,98H/7D,,azocajo01
458,Dominic Fletcher*,25,ARI,NL,0.7,28,102,93,10,28,5,1,2,14,0,2,7,22,.301,.350,.441,.791,114,.328,109,41,0,0,2,0,1,89/7H,,fletcdo01
459,Richie Palacios*,26,STL,NL,0.6,32,102,93,9,24,6,0,6,16,2,0,6,11,.258,.307,.516,.823,119,.354,118,48,1,1,1,1,0,7/8HD94,,palacri01
460,Eric Hosmer*,33,CHC,NL,-0.4,31,100,94,7,22,3,0,2,14,0,0,6,25,.234,.280,.330,.610,68,.268,62,31,5,0,0,0,0,3D/H,,hosmeer01
461,Cade Marlowe*,26,SEA,AL,1.1,34,100,88,14,21,3,2,3,11,4,2,12,33,.239,.330,.420,.750,113,.325,112,37,1,0,0,0,0,7/H89D,,marloca01
462,Luken Baker,26,STL,NL,-0.4,33,99,86,9,18,3,0,2,10,0,0,13,31,.209,.313,.314,.627,72,.295,78,27,1,0,0,0,0,D3/H,,bakerlu01
463,Matt Mervis*,25,CHC,NL,-0.4,27,99,90,8,15,2,0,3,11,0,0,8,32,.167,.242,.289,.531,46,.249,48,26,1,1,0,0,0,3/H,,mervima01
464,David Fletcher,29,LAA,AL,0.1,33,97,89,7,22,1,0,2,12,0,0,7,9,.247,.302,.326,.628,72,.275,65,29,2,0,1,0,1,64/5H,,fletcda02
465,Romy González,26,CHW,AL,-0.4,44,97,93,11,18,4,2,3,14,7,0,2,36,.194,.208,.376,.585,56,.261,45,35,0,0,1,1,0,4H/9D7658,,gonzaro01
466,Curt Casali,34,CIN,NL,0.1,40,96,80,8,14,2,0,0,6,0,0,11,23,.175,.290,.200,.490,35,.249,39,16,1,2,3,0,0,2/35,,casalcu01
467,Michael Chavis,27,WSN,NL,0.5,48,96,91,16,22,3,0,2,5,1,0,5,33,.242,.281,.341,.622,72,.274,67,31,3,0,0,0,0,4H/35D79,,chavimi01
468,Joey Bart,26,SFG,NL,-0.4,30,95,87,9,18,5,0,0,5,0,0,3,23,.207,.263,.264,.528,48,.237,42,23,0,4,0,1,0,2/H,,bartjo01
469,Cristian Pache,24,PHI,NL,0.7,48,95,84,12,20,7,1,2,11,2,3,10,27,.238,.319,.417,.736,100,.318,104,35,1,0,1,0,0,78H/9D,,pachecr01
470,Osleivis Basabe,22,TBR,AL,0.4,31,94,87,15,19,5,0,1,12,0,1,6,25,.218,.277,.310,.587,63,.263,65,27,2,1,0,0,0,6/5H497,,basabos01
471,David Hensley,27,HOU,AL,-0.7,30,94,84,12,10,1,0,1,3,1,0,10,35,.119,.213,.167,.379,8,.205,17,14,0,0,0,0,0,D/4H375,,henslda01
472,Carter Kieboom,25,WSN,NL,-0.1,27,94,87,12,18,2,0,4,11,0,0,6,27,.207,.266,.368,.634,74,.275,70,32,2,1,0,0,0,5/HD,,kieboca01
473,Andrew Velazquez#,28,LAA,AL,-0.5,54,94,81,12,14,3,0,2,3,13,3,10,30,.173,.264,.284,.548,50,.262,43,23,1,0,3,0,0,6H4/8,,velazan01
474,Nick Gordon*,27,MIN,AL,-0.3,34,93,91,13,16,5,1,2,7,0,0,1,11,.176,.185,.319,.503,35,.222,28,29,1,0,1,0,0,874H/6,,gordoni01
475,Curtis Mead,22,TBR,AL,0.5,24,92,83,12,21,3,1,1,5,0,0,7,21,.253,.326,.349,.675,89,.299,87,29,3,2,0,0,0,5/46DH,,meadcu01
476,Hunter Dozier,31,KCR,AL,-0.3,29,91,82,8,15,2,1,2,9,2,0,8,29,.183,.253,.305,.558,52,.269,57,25,0,0,0,1,0,5/397HD,,doziehu01
477,Hanser Alberto,30,CHW,AL,0.3,30,90,82,11,18,5,0,3,16,0,0,4,13,.220,.261,.390,.652,76,.289,77,32,1,1,2,1,0,54/13H,,alberha01
478,Miguel Andujar,28,PIT,NL,0.1,30,90,84,9,21,7,0,4,18,2,0,6,13,.250,.300,.476,.776,106,.345,109,40,1,0,0,0,0,9/HD7,,andujmi01
479,Jordan Luplow,29,2TM,AL,0.0,39,90,77,11,16,3,0,2,5,2,0,12,27,.208,.322,.325,.647,79,.293,76,25,1,1,0,0,1,7H/9D318,,luplojo01
479,Jordan Luplow,29,TOR,AL,-0.1,7,17,14,1,3,0,0,0,1,0,0,3,8,.214,.353,.214,.567,63,.254,51,3,0,0,0,0,1,/9HD,,luplojo01
479,Jordan Luplow,29,MIN,AL,0.1,32,73,63,10,13,3,0,2,4,2,0,9,19,.206,.315,.349,.664,83,.302,81,22,1,1,0,0,0,7H/39D18,,luplojo01
480,Ceddanne Rafaela,22,BOS,AL,0.0,28,89,83,11,20,6,0,2,5,3,1,4,28,.241,.281,.386,.666,78,.287,70,32,2,1,0,1,0,8/H64D,,rafaece01
481,Conner Capel*,26,OAK,AL,0.3,32,86,73,6,19,5,0,0,3,5,3,12,25,.260,.372,.329,.701,102,.316,106,24,1,1,0,0,0,97/HD,,capelco01
482,Brandon Dixon,31,SDP,NL,-0.3,33,86,79,10,16,4,0,2,9,1,0,1,31,.203,.244,.329,.573,57,.251,49,26,1,4,0,2,0,3/9HD71,,dixonbr01
483,Henry Ramos#,31,CIN,NL,0.1,23,86,74,9,18,3,1,0,5,2,1,11,21,.243,.349,.311,.660,79,.301,79,23,2,1,0,0,0,9/D7H,,ramoshe01
484,Brayan Rocchio#,22,CLE,AL,0.0,23,86,81,9,20,6,0,0,8,0,0,4,27,.247,.279,.321,.600,66,.277,70,26,4,0,0,1,0,6/5H,,rocchbr01
485,Brett Sullivan*,29,SDP,NL,0.0,33,86,81,7,17,3,0,1,6,0,0,4,19,.210,.244,.284,.528,46,.232,37,23,1,0,0,1,0,2/H5,,sullibr01
486,Wilyer Abreu*,24,BOS,AL,0.7,28,85,76,10,24,6,0,2,14,3,1,9,23,.316,.388,.474,.862,132,.373,131,36,0,0,0,0,0,78/H9D,,abreuwi02
487,Vidal Bruján#,25,TBR,AL,-0.3,37,84,76,14,13,2,0,0,6,3,2,5,21,.171,.241,.197,.438,24,.210,25,15,1,2,1,0,0,4H/695,,brujavi01
488,Xavier Edwards#,23,MIA,NL,0.1,30,84,78,12,23,3,0,0,3,5,0,3,14,.295,.329,.333,.663,77,.317,78,26,1,1,2,0,0,4/H8D,,edwarxa01
489,Jake Marisnick,32,3TM,2LG,0.4,46,83,76,10,18,3,2,2,10,2,3,3,21,.237,.280,.408,.688,87,.293,90,31,4,2,1,1,0,8/H9D,,marisja01
489,Jake Marisnick,32,2TM,AL,0.4,42,77,71,10,16,3,2,2,10,2,2,3,21,.225,.263,.408,.672,82,.289,84,29,4,1,1,1,0,8/9HD,,marisja01
489,Jake Marisnick,32,CHW,AL,0.0,9,2,2,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.448,188,0,0,0,0,0,0,/98DH,,marisja01
489,Jake Marisnick,32,DET,AL,0.4,33,75,69,9,16,3,2,2,10,2,2,3,20,.232,.270,.420,.691,87,.285,81,29,4,1,1,1,0,8/HD,,marisja01
489,Jake Marisnick,32,LAD,NL,0.0,4,6,5,0,2,0,0,0,0,0,1,0,0,.400,.500,.400,.900,151,.336,169,2,0,1,0,0,0,/8H,,marisja01
490,Taylor Motter,33,STL,NL,-0.6,29,82,76,3,13,3,0,0,2,0,0,5,31,.171,.232,.211,.442,22,.204,13,16,0,1,0,0,0,45/6H39D,,motteta01
491,Michael Busch*,25,LAD,NL,-0.4,27,81,72,9,12,3,0,2,7,1,0,8,27,.167,.247,.292,.539,46,.244,40,21,0,0,0,1,0,5/D3H47,,buschmi02
492,Yonathan Daza,29,COL,NL,-0.4,24,80,74,8,20,6,0,0,7,1,0,3,13,.270,.304,.351,.655,71,.286,59,26,5,1,1,1,0,8/H9,,dazayo01
493,Vaughn Grissom,22,ATL,NL,-0.7,23,80,75,5,21,3,1,0,9,0,1,2,15,.280,.313,.347,.659,79,.285,74,26,2,2,0,1,0,6/4H,,grissva01
494,Nick Martini*,33,CIN,NL,0.2,29,79,72,10,19,3,1,6,16,0,0,5,15,.264,.329,.583,.912,137,.382,135,42,1,2,0,0,0,7HD/39,,martini02
495,Ben Rortvedt*,25,NYY,AL,-0.2,32,79,68,6,8,1,0,2,4,0,0,11,19,.118,.241,.221,.461,28,.218,26,15,1,0,0,0,0,2/HD,,rortvbe01
