Hashcode,Player,Age,Team,WAR,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,GIDP,HBP,SH,SF,Pos,MLS,Salary,League,Teams,Leagues,Season,Total_OB,Total_Outs,E,Game_Fatigue_Factor,Condition,Status,Injured Days,City,Mascot
935130,Josh Crews,32,SIO,1.3,137,398,47,92,16,1,12,45,1,1,29,86,0.229,0.29,0.366,0.655,16,4,1,3,"['3B,1B,LF,CF,2B,SS,P']",9.054,4000000.0,NBL,['SIO'],['NBL'],[2024],125,310,0,0,100,Active,0,Sioux Falls,Guanaco
904124,Tomás Newcomb,28,GAS,1.4,133,365,48,95,18,1,16,54,4,4,46,88,0.263,0.357,0.446,0.802,17,9,0,7,"['C,1B,LF,3B,RF']",0.154,741000.0,ACB,['GAS'],['ACB'],[2024],150,279,0,0,100,Active,0,Gastonia,Slug
992345,Alí Nido,29,BOS,-0.4,132,394,34,96,13,3,9,49,11,2,29,57,0.246,0.3,0.36,0.659,8,3,6,4,"['3B,2B,SS,LF,RF']",3.149,2725000.0,NBL,['BOS'],['NBL'],[2024],128,301,0,0,100,Active,0,Boston,Common household pests
48063,Ryan Velázquez,24,GAS,0.7,137,387,41,76,13,2,14,43,6,4,29,131,0.201,0.257,0.348,0.605,5,3,2,5,['C'],0.113,742100.0,ACB,['GAS'],['ACB'],[2024],108,314,0,0,100,Active,0,Gastonia,Slug
265222,Scott Witt Jr.,26,BOS,-1.4,142,375,45,69,23,3,15,45,17,8,43,172,0.187,0.276,0.381,0.657,4,5,2,2,"['LF,RF,CF']",1.042,750000.0,NBL,['BOS'],['NBL'],[2024],117,311,0,0,100,Active,0,Boston,Common household pests
1037914,Donovan Jax,30,PHO,3.6,114,389,68,107,29,3,20,59,11,2,20,109,0.279,0.334,0.519,0.853,6,15,1,2,['CF'],7.16,15142857.0,ACB,['PHO'],['ACB'],[2024],142,297,0,0,100,Active,0,Phoenix,Stingray
556886,Nick Caminero,24,SOU,3.4,110,370,67,99,21,2,3,39,9,2,38,66,0.273,0.34,0.359,0.699,5,3,7,8,['SS'],2.015,786000.0,NBL,['SOU'],['NBL'],[2024],140,274,0,0,100,Active,0,South Lyon,Toad
1000371,Michael Lambert,25,SHR,0.9,103,390,45,107,19,4,7,56,5,4,20,78,0.27,0.318,0.397,0.715,9,5,2,7,"['2B,SS,3B']",0.047,740000.0,NBL,['SHR'],['NBL'],[2024],132,288,0,0,100,Active,0,Shreveport,Moth
803231,J.D. Cousins,26,PAL,0.7,119,391,39,93,19,3,10,34,28,1,33,139,0.241,0.297,0.378,0.675,3,0,0,5,"['RF,LF,CF']",1.093,755700.0,ACB,['PAL'],['ACB'],[2024],126,298,0,0,100,Active,0,Palmdale,Skink
83456,Mason Suarez,25,SAN,2.1,112,371,24,93,23,3,5,58,1,1,39,54,0.253,0.326,0.369,0.695,16,3,3,10,['C'],3.047,2800000.0,ACB,['SAN'],['ACB'],[2024],135,281,0,0,100,Active,0,Santa Rosa,Coyote
294776,Hans Trevino,25,GAS,0.8,126,365,50,76,14,2,10,35,15,7,28,56,0.209,0.298,0.339,0.637,15,19,5,6,"['CF,SS,3B,2B']",1.046,742000.0,ACB,['GAS'],['ACB'],[2024],123,308,0,0,100,Active,0,Gastonia,Slug
911758,Peter Varland,29,BOS,0.3,127,387,49,104,21,4,5,27,22,5,30,79,0.277,0.329,0.382,0.711,7,5,0,7,"['RF,LF,CF']",3.097,2150000.0,NBL,['BOS'],['NBL'],[2024],139,288,0,0,100,Active,0,Boston,Common household pests
111354,Ben Carter,28,TUS,-0.5,102,396,48,89,16,2,10,48,2,3,11,87,0.217,0.256,0.351,0.607,9,6,0,3,['2B'],3.169,4700000.0,NBL,['TUS'],['NBL'],[2024],106,313,0,0,100,Active,0,Tuscaloosa,Fowl
898161,Cristian Ramos,26,SAN,1.2,111,360,50,95,23,1,16,45,3,2,43,75,0.265,0.355,0.466,0.821,8,8,1,4,"['1B,2B']",0.037,740000.0,ACB,['SAN'],['ACB'],[2024],146,273,0,0,100,Active,0,Santa Rosa,Coyote
236831,Matt Waldrep,24,NEW,0.3,102,379,53,79,22,1,13,39,0,0,33,116,0.219,0.284,0.374,0.657,8,7,2,2,['1B'],1.137,765700.0,ACB,['NEW'],['ACB'],[2024],119,307,0,0,100,Active,0,Newport News,Raccoon
963460,Pablo Urías,34,SHR,0.2,101,371,42,82,12,0,9,35,0,2,30,74,0.228,0.296,0.326,0.622,8,10,1,6,['1B'],11.168,17000000.0,ACB,['SHR'],['ACB'],[2024],122,299,0,0,100,Active,0,Shreveport,Moth
1843,Josh Muñoz,35,WES,0.7,108,370,51,99,15,5,9,43,17,3,28,85,0.269,0.324,0.408,0.732,8,3,5,2,['RF'],10.162,20750000.0,NBL,['WES'],['NBL'],[2024],130,274,0,0,100,Active,0,Westminster,Gila monster
558561,José Young,29,CHE,3.0,121,372,44,99,17,3,7,37,3,2,23,72,0.271,0.312,0.384,0.696,12,2,1,4,['C'],0.165,744500.0,ACB,['CHE'],['ACB'],[2024],124,275,0,0,100,Active,0,Chesapeake,Squirrel
907662,Austin Clement,29,PHO,3.7,93,350,60,109,21,4,16,60,4,0,44,64,0.31,0.394,0.531,0.925,7,4,0,5,['SS'],8.119,33333333.0,ACB,['PHO'],['ACB'],[2024],157,245,0,0,100,Active,0,Phoenix,Stingray
127447,Justyn-Henry Díaz,27,SEB,0.6,106,370,38,88,17,2,6,28,7,2,22,66,0.24,0.289,0.343,0.632,4,5,3,1,"['3B,2B,1B,LF']",3.011,1275000.0,ACB,['SEB'],['ACB'],[2024],115,287,0,0,100,Active,0,Sebastian,Cod
814621,Andrew Civale,25,LAS,1.8,126,361,34,83,13,4,10,54,0,3,24,71,0.232,0.289,0.371,0.659,5,6,11,4,['C'],0.13,746500.0,NBL,['LAS'],['NBL'],[2024],113,284,0,0,100,Active,0,Las Vegas,list
749296,Mark Rogers,23,POR,0.7,129,374,50,89,14,3,5,38,28,6,15,75,0.243,0.278,0.331,0.609,8,6,9,1,['CF'],0.08,745000.0,NBL,['POR'],['NBL'],[2024],110,291,0,0,100,Active,0,Portsmouth,Penguin
856314,Garrett Foley,25,PAL,0.6,117,365,34,79,12,4,7,34,18,6,30,84,0.217,0.285,0.328,0.613,2,5,6,1,"['RF,CF,LF']",0.085,742400.0,ACB,['PAL'],['ACB'],[2024],114,291,0,0,100,Active,0,Palmdale,Skink
602381,Nabil Greene,31,SAI,-2.0,107,359,31,56,8,3,7,15,1,0,28,91,0.169,0.23,0.253,0.483,15,7,3,4,"['2B,3B,1B']",7.001,8500000.0,ACB,['SAI'],['ACB'],[2024],91,310,0,0,100,Active,0,Saint Petersburg,Platypus
775920,Joey Lawrence,32,HEN,2.9,90,332,53,88,17,0,18,42,5,3,49,105,0.262,0.383,0.478,0.861,9,15,0,0,['C'],7.108,18000000.0,NBL,['HEN'],['NBL'],[2024],152,259,0,0,100,Active,0,Henderson,Sperm whale
363804,Teoscar Madrigal,26,CHE,1.6,108,361,49,94,20,3,16,51,1,0,15,63,0.259,0.297,0.465,0.762,9,4,2,5,['2B'],1.068,757000.0,ACB,['CHE'],['ACB'],[2024],113,271,0,0,100,Active,0,Chesapeake,Squirrel
593228,Kevin Dubón,26,GAS,-0.2,123,362,41,96,13,2,10,33,8,2,20,54,0.264,0.312,0.395,0.707,10,5,1,6,"['RF,LF,CF']",1.015,744900.0,ACB,['GAS'],['ACB'],[2024],121,271,0,0,100,Active,0,Gastonia,Slug
175969,Gabriel Alvarez,24,SOU,2.6,104,336,43,90,18,2,9,50,7,1,45,55,0.266,0.357,0.413,0.77,14,2,1,4,"['C,3B']",1.061,760100.0,NBL,['SOU'],['NBL'],[2024],137,248,0,0,100,Active,0,South Lyon,Toad
342781,Jacob Burke,33,MON,0.1,106,358,28,90,26,0,8,45,0,1,22,73,0.19,0.302,0.391,0.693,18,4,0,3,['C'],7.088,6000000.0,NBL,['MON'],['NBL'],[2024],116,272,0,0,100,Active,0,Montgomery,Pigeon
835943,Tommy Heineman,33,LAS,0.6,121,329,55,78,13,2,7,31,6,3,50,75,0.248,0.344,0.352,0.696,8,4,2,3,"['RF,LF,CF']",3.143,1950000.0,NBL,['LAS'],['NBL'],[2024],132,255,0,0,100,Active,0,Las Vegas,list
429491,Kevin Salazar,27,MCH,-0.2,34,105,7,25,5,0,1,8,2,1,7,23,0.232,0.292,0.314,0.606,3,1,2,2,['RF'],5.0,13833333.0,ACB,['MCH'],['ACB'],[2024],33,81,0,0,100,Active,0,McHenry,Asp
710487,Joan Miller,28,TEM,-0.4,123,333,47,64,12,2,12,45,13,3,42,126,0.199,0.293,0.348,0.641,1,6,1,0,"['1B,RF,LF,P']",3.084,1350000.0,NBL,['TEM'],['NBL'],[2024],112,275,0,0,100,Active,0,Tempe,Steelhead trout
612072,Michael Vázquez,31,COR,-0.7,135,355,47,90,17,5,9,38,11,4,20,109,0.251,0.297,0.405,0.702,9,2,1,5,"['RF,LF,CF']",4.071,1000000.0,NBL,['COR'],['NBL'],[2024],112,267,0,0,100,Active,0,Corpus Christi,Ermine
835437,Caleb Thielbar,28,BOS,-0.6,112,357,33,101,19,3,5,34,14,5,10,79,0.158,0.311,0.394,0.705,10,5,1,1,"['2B,RF,SS,3B', '2B,SS,3B', 'RF,2B', '2B,RF,3B,SS']",6.062,1500000.0,NBL,['BOS'],['NBL'],[2024],116,261,0,0,100,Active,0,Boston,Common household pests
255948,Kevin Cave,30,WES,2.0,145,353,53,86,25,3,8,39,11,2,20,90,0.248,0.293,0.399,0.692,5,5,1,3,"['RF,CF,LF']",3.093,2025000.0,NBL,['WES'],['NBL'],[2024],111,272,0,0,100,Active,0,Westminster,Gila monster
398572,Luke Hodge,29,PHO,-0.6,141,347,39,84,18,4,6,32,5,0,24,57,0.238,0.302,0.368,0.669,10,6,4,3,"['LF,RF,CF']",7.012,10000000.0,ACB,['PHO'],['ACB'],[2024],114,269,0,0,100,Active,0,Phoenix,Stingray
90297,Trey Mushinski,22,WES,0.8,108,342,46,80,15,2,13,51,2,1,30,94,0.237,0.299,0.403,0.702,9,2,1,3,['C'],0.0,740000.0,NBL,['WES'],['NBL'],[2024],112,264,0,0,100,Active,0,Westminster,Gila monster
470962,Sean Pressly,35,RIV,1.1,107,337,42,79,19,0,16,52,2,1,27,96,0.238,0.306,0.433,0.739,12,8,0,5,['C'],10.044,8000000.0,NBL,['RIV'],['NBL'],[2024],114,266,0,0,100,Active,0,Riverside,Fancy rat
414220,Caleb Bruihl,26,TUS,2.8,107,342,57,97,19,6,17,40,17,4,27,120,0.28,0.343,0.523,0.866,4,4,4,2,"['SS,CF,2B,LF,P,1B']",0.011,741875.0,NBL,['TUS'],['NBL'],[2024],128,249,0,0,100,Active,0,Tuscaloosa,Fowl
338289,Ryne Booser,28,BOS,0.5,93,327,36,74,6,2,15,57,11,4,26,60,0.226,0.308,0.394,0.702,1,13,5,4,['CF'],1.112,750000.0,NBL,['BOS'],['NBL'],[2024],113,266,0,0,100,Active,0,Boston,Common household pests
964145,Jeremiah Núñez,27,GRA,4.7,84,306,57,89,15,1,28,56,13,3,64,56,0.289,0.415,0.62,1.035,5,1,0,3,['RF'],4.079,12000000.0,ACB,['GRA'],['ACB'],[2024],154,218,0,0,100,Active,0,Grayslake,Spider monkey
822740,Julio Teodosio,29,NEW,1.0,112,342,47,66,16,3,11,40,1,1,24,112,0.197,0.252,0.353,0.605,9,3,1,4,['C'],3.04,1700000.0,ACB,['NEW'],['ACB'],[2024],93,279,0,0,100,Active,0,Newport News,Raccoon
811451,Logan Luciano,35,SIO,3.4,116,336,42,92,24,0,7,39,8,5,25,38,0.283,0.329,0.407,0.736,9,3,2,4,"['SS,2B,3B,P,1B']",9.043,5000000.0,NBL,['SIO'],['NBL'],[2024],120,247,0,0,100,Active,0,Sioux Falls,Guanaco
56732,Jason Semien,26,SAN,-0.3,89,343,35,78,20,1,6,34,6,3,27,71,0.225,0.295,0.344,0.639,15,6,2,4,['SS'],4.063,12083333.0,ACB,['SAN'],['ACB'],[2024],111,271,0,0,100,Active,0,Santa Rosa,Coyote
43826,José Hummel,21,VIS,1.1,87,325,45,84,14,6,12,47,14,9,41,104,0.264,0.345,0.449,0.794,2,2,1,2,['LF'],0.0,740000.0,NBL,['VIS'],['NBL'],[2024],127,243,0,0,100,Active,0,Visalia,Elephant seal
911614,Willie Lindor,27,BET,0.0,122,336,30,79,20,1,6,32,0,2,13,45,0.227,0.271,0.354,0.625,8,4,8,6,['C'],1.149,759000.0,NBL,['BET'],['NBL'],[2024],96,261,0,0,100,Active,0,Bethlehem,Rabbit
319441,Tyler Ottavino,35,RIV,0.2,105,318,49,73,12,6,5,17,20,4,41,54,0.248,0.326,0.352,0.677,8,5,5,1,"['2B,LF,3B', 'LF,2B,3B', '2B,3B']",7.101,7000000.0,NBL,['RIV'],['NBL'],[2024],119,250,0,0,100,Active,0,Riverside,Fancy rat
957569,Daniel Lee,24,HEN,0.7,139,326,46,72,8,4,5,23,22,3,25,100,0.228,0.282,0.315,0.597,4,3,11,3,"['CF,RF,LF']",0.033,741650.0,NBL,['HEN'],['NBL'],[2024],100,257,0,0,100,Active,0,Henderson,Sperm whale
364323,Tyler Waldrep,35,RIV,-1.4,112,334,32,57,10,1,11,30,0,1,23,106,0.182,0.234,0.305,0.539,6,5,0,1,"['LF,RF']",7.151,3000000.0,NBL,['RIV'],['NBL'],[2024],85,282,0,0,100,Active,0,Riverside,Fancy rat
735750,Jerar Turner,26,PAL,0.9,123,318,28,68,14,0,5,35,1,2,37,92,0.228,0.303,0.305,0.608,7,4,2,0,"['C,P']",2.043,755400.0,ACB,['PAL'],['ACB'],[2024],109,254,0,0,100,Active,0,Palmdale,Skink
924916,Mason Lazar,25,SHR,1.3,117,333,52,85,13,0,9,39,6,2,25,69,0.247,0.311,0.375,0.686,7,2,4,5,"['3B,1B,2B,SS,LF,RF,P']",1.048,783000.0,ACB,['SHR'],['ACB'],[2024],112,250,0,0,100,Active,0,Shreveport,Moth
664504,Aaron O'Neill,25,PHO,0.7,90,323,42,74,17,1,16,48,1,2,32,83,0.233,0.3,0.436,0.736,6,1,0,6,"['3B,2B']",1.142,745700.0,ACB,['PHO'],['ACB'],[2024],107,250,0,0,100,Active,0,Phoenix,Stingray
154892,Luke Thompson,29,NEW,0.8,127,328,38,71,16,6,6,23,22,0,27,75,0.215,0.284,0.356,0.639,4,4,1,4,"['SS,3B,2B,LF,RF,P']",2.099,764400.0,ACB,['NEW'],['ACB'],[2024],102,261,0,0,100,Active,0,Newport News,Raccoon
964159,Huascar Trejo,29,WAT,0.1,100,307,36,59,16,1,9,25,1,1,41,66,0.188,0.293,0.338,0.631,5,3,1,6,['C'],5.05,5200000.0,ACB,['WAT'],['ACB'],[2024],103,251,0,0,100,Active,0,Waterloo,Caribou
264457,Kaleb Jacob,29,SEB,0.4,83,334,37,91,15,1,7,32,5,4,18,47,0.285,0.315,0.386,0.701,10,3,1,3,"['LF,1B']",4.053,1700000.0,ACB,['SEB'],['ACB'],[2024],112,246,0,0,100,Active,0,Sebastian,Cod
487118,Gabriel Saucedo,32,RIV,-0.4,99,326,35,59,13,2,13,38,10,4,17,82,0.154,0.228,0.352,0.58,6,3,2,6,"['RF,LF,CF', 'LF,RF,CF', 'LF']",8.12,2000000.0,NBL,['RIV'],['NBL'],[2024],79,270,0,0,100,Active,0,Riverside,Fancy rat
544802,Bryan Ferguson,26,WAT,2.6,107,322,51,81,17,2,8,29,35,6,22,88,0.248,0.301,0.391,0.692,1,1,2,0,"['SS,2B']",0.02,740000.0,ACB,['WAT'],['ACB'],[2024],104,242,0,0,100,Active,0,Waterloo,Caribou
534088,Salvador Chirinos,27,PAL,1.8,102,288,48,65,9,2,7,25,23,1,51,74,0.223,0.351,0.343,0.694,7,5,0,2,"['2B,RF,LF,3B,SS']",0.156,745200.0,ACB,['PAL'],['ACB'],[2024],121,228,0,0,100,Active,0,Palmdale,Skink
478833,Jackson Strahm,33,PHO,-0.2,102,325,31,69,13,3,7,31,5,1,12,72,0.221,0.242,0.335,0.577,11,1,6,6,"['C,3B,1B']",9.031,10000000.0,ACB,['PHO'],['ACB'],[2024],82,257,0,0,100,Active,0,Phoenix,Stingray
336680,Hayden Yoshida,32,TEM,2.2,79,298,49,91,13,3,13,46,24,2,43,62,0.315,0.398,0.5,0.898,5,3,4,1,['LF'],10.069,24250727.0,NBL,['TEM'],['NBL'],[2024],137,210,0,0,100,Active,0,Tempe,Steelhead trout
212112,Spencer Cabbage,35,SAI,0.3,91,281,41,66,17,2,9,47,10,3,14,70,0.236,0.292,0.405,0.697,11,9,3,3,"['CF,LF,RF', 'CF,RF']",9.072,1000000.0,ACB,['SAI'],['ACB'],[2024],89,224,0,0,100,Active,0,Saint Petersburg,Platypus
83123,Ryan Matz,32,VIS,-0.5,87,311,22,70,12,0,6,47,4,4,22,70,0.231,0.286,0.321,0.607,11,5,3,7,['1B'],1.065,752000.0,NBL,['VIS'],['NBL'],[2024],97,246,0,0,100,Active,0,Visalia,Elephant seal
916406,Nick Alvarez,29,JOL,-0.2,98,308,33,72,10,3,13,41,0,2,27,62,0.235,0.309,0.412,0.721,7,7,1,1,['C'],5.161,3500000.0,ACB,['JOL'],['ACB'],[2024],106,243,0,0,100,Active,0,Joliet,list
564195,Brett Miller,30,SOU,2.2,120,318,44,84,18,2,4,31,9,2,17,50,0.278,0.307,0.371,0.677,9,3,10,2,"['SS,2B,1B,3B,LF']",0.0,740000.0,NBL,['SOU'],['NBL'],[2024],104,237,0,0,100,Active,0,South Lyon,Toad
888879,José Villalobos,36,MON,0.9,108,314,35,89,13,0,13,40,3,4,23,73,0.286,0.338,0.449,0.787,6,3,0,2,"['3B,1B,2B']",0.0,740000.0,NBL,['MON'],['NBL'],[2024],115,228,0,0,100,Active,0,Montgomery,Pigeon
897960,Matthew Skubal,29,RIV,1.3,108,315,36,84,19,4,12,34,9,3,16,104,0.296,0.318,0.466,0.784,5,8,1,4,"['RF,LF,CF', 'RF,CF']",4.165,5150000.0,NBL,['RIV'],['NBL'],[2024],108,239,0,0,100,Active,0,Riverside,Fancy rat
170727,Dominic Holliday,33,WAT,0.8,102,299,32,84,17,4,11,47,5,3,28,89,0.283,0.354,0.474,0.828,7,6,1,3,"['LF,RF']",5.048,1850000.0,ACB,['WAT'],['ACB'],[2024],118,221,0,0,100,Active,0,Waterloo,Caribou
337793,Luis Mahle,29,BOS,-0.1,96,306,35,70,23,3,6,39,1,1,29,81,0.192,0.311,0.382,0.693,8,8,0,0,"['1B', '1B,P']",0.0,740000.0,NBL,['BOS'],['NBL'],[2024],107,244,0,0,100,Active,0,Boston,Common household pests
885665,Julian Toglia,27,SAI,1.9,85,305,44,91,16,1,6,32,24,7,18,49,0.3,0.351,0.416,0.766,6,7,2,0,"['3B,2B,SS,RF']",4.043,4400000.0,ACB,['SAI'],['ACB'],[2024],116,221,0,0,100,Active,0,Saint Petersburg,Platypus
1004017,Adolis Suárez,24,BET,2.0,74,291,46,96,12,5,2,28,32,4,35,56,0.328,0.403,0.426,0.829,3,1,4,4,"['SS,2B']",0.052,743000.0,NBL,['BET'],['NBL'],[2024],132,196,0,0,100,Active,0,Bethlehem,Rabbit
333242,Alex Quintana,32,VIS,-0.5,106,299,23,70,17,2,1,32,9,5,21,35,0.246,0.288,0.314,0.602,12,2,6,8,"['3B,2B,LF,SS,P,1B']",4.007,1100000.0,NBL,['VIS'],['NBL'],[2024],93,231,0,0,100,Active,0,Visalia,Elephant seal
869636,Willson Rizzo,28,MCH,0.2,132,290,25,70,13,3,7,31,5,4,27,73,0.313,0.323,0.379,0.702,7,8,1,6,"['3B,1B,P', '3B,1B']",0.0,740000.0,ACB,['MCH'],['ACB'],[2024],105,228,0,0,100,Active,0,McHenry,Asp
435756,Juan Robles,25,PHO,-0.2,105,292,38,56,10,1,9,24,6,3,37,114,0.199,0.287,0.325,0.612,3,2,0,1,"['2B,1B']",0.135,746750.0,ACB,['PHO'],['ACB'],[2024],95,238,0,0,100,Active,0,Phoenix,Stingray
835117,Ben Darvish,30,MCH,1.5,109,300,41,78,14,3,15,40,3,1,23,58,0.254,0.327,0.476,0.802,0,7,3,2,"['3B,2B,1B']",3.025,2100000.0,ACB,['MCH'],['ACB'],[2024],108,229,0,0,100,Active,0,McHenry,Asp
489245,Jacob Walker,33,SHR,0.9,125,295,37,58,13,2,5,21,12,1,23,117,0.193,0.254,0.305,0.558,6,0,4,5,"['CF,LF']",8.129,4000000.0,NBL,['SHR'],['NBL'],[2024],81,237,0,0,100,Active,0,Shreveport,Moth
515773,Dane Lockridge,25,MON,-0.7,99,304,42,65,14,1,10,43,0,3,23,42,0.227,0.273,0.365,0.638,16,2,0,1,"['C,1B']",1.144,754700.0,NBL,['MON'],['NBL'],[2024],90,241,0,0,100,Active,0,Montgomery,Pigeon
293920,Kodai Amador,24,NEW,2.2,92,297,45,69,13,6,10,29,10,5,29,82,0.244,0.302,0.417,0.719,1,1,2,2,['CF'],0.042,746900.0,ACB,['NEW'],['ACB'],[2024],99,229,0,0,100,Active,0,Newport News,Raccoon
319698,Bryan Graceffo,26,COR,-0.7,86,281,28,62,14,1,6,30,7,5,42,99,0.227,0.326,0.341,0.667,10,2,1,3,['LF'],1.007,745000.0,NBL,['COR'],['NBL'],[2024],106,221,0,0,100,Active,0,Corpus Christi,Ermine
1028162,Cionel Ragans,26,NEW,2.2,95,293,39,84,16,5,18,68,3,3,22,81,0.284,0.346,0.559,0.905,8,5,2,3,"['RF,LF']",1.057,761000.0,ACB,['NEW'],['ACB'],[2024],111,214,0,0,100,Active,0,Newport News,Raccoon
565581,Brett Polanco,27,YON,3.2,101,281,45,80,26,0,4,29,34,2,22,57,0.328,0.361,0.419,0.78,2,12,6,3,"['CF,RF,LF', 'CF,RF']",0.0,740000.0,ACB,['YON'],['ACB'],[2024],114,213,0,0,100,Active,0,Yonkers,Guinea pig
1039693,Blake Sullivan,32,CHE,0.3,116,288,37,59,10,1,5,25,6,4,26,64,0.202,0.286,0.298,0.584,0,7,3,0,"['2B,RF,LF,3B,1B']",7.075,2000000.0,ACB,['CHE'],['ACB'],[2024],92,236,0,0,100,Active,0,Chesapeake,Squirrel
82435,Eric Glasnow,33,SIO,3.0,78,260,50,57,17,0,19,50,3,3,55,88,0.232,0.367,0.503,0.87,1,6,1,7,['3B'],7.027,9500000.0,NBL,['SIO'],['NBL'],[2024],118,209,0,0,100,Active,0,Sioux Falls,Guanaco
133891,Jake McGreevy,34,WES,3.1,98,295,44,98,20,2,4,28,9,2,15,40,0.337,0.38,0.454,0.834,6,8,2,1,"['2B,3B,SS']",0.0,740000.0,NBL,['WES'],['NBL'],[2024],121,205,0,0,100,Active,0,Westminster,Gila monster
483738,Luis Birdsong,31,NEW,-1.1,92,299,25,51,12,0,7,39,8,2,13,74,0.184,0.21,0.28,0.49,11,2,2,4,['SS'],8.089,25000000.0,ACB,['NEW'],['ACB'],[2024],66,250,0,0,100,Active,0,Newport News,Raccoon
465915,Tony Paris,25,JOL,0.1,98,292,27,71,13,1,3,20,1,4,15,70,0.246,0.287,0.325,0.612,6,3,1,2,"['3B,LF,1B,SS,2B,RF,CF']",0.0,740000.0,ACB,['JOL'],['ACB'],[2024],89,224,0,0,100,Active,0,Joliet,list
669587,Luisangel Paredes,27,SHR,2.2,87,280,43,74,11,0,15,47,1,1,22,79,0.265,0.331,0.464,0.795,9,6,2,2,['C'],2.02,770000.0,NBL,['SHR'],['NBL'],[2024],102,212,0,0,100,Active,0,Shreveport,Moth
281826,Vidal Hiura,34,COR,1.7,92,263,34,71,17,3,12,45,2,2,30,69,0.263,0.364,0.494,0.858,10,9,2,3,['C'],5.149,1500000.0,NBL,['COR'],['NBL'],[2024],110,201,0,0,100,Active,0,Corpus Christi,Ermine
811455,Keibert Petersen,34,SIO,0.1,127,284,31,54,11,5,6,29,7,3,16,95,0.203,0.238,0.327,0.565,5,2,10,3,"['CF', 'CF,RF']",9.131,10500000.0,NBL,['SIO'],['NBL'],[2024],72,232,0,0,100,Active,0,Sioux Falls,Guanaco
410837,Buddy Beeks,31,TEM,0.2,98,267,32,60,7,5,11,40,0,1,35,84,0.22,0.327,0.411,0.738,11,6,1,4,"['C,1B']",7.05,3000000.0,NBL,['TEM'],['NBL'],[2024],101,213,0,0,100,Active,0,Tempe,Steelhead trout
845693,Germán Kuhnel,32,SOU,2.2,120,279,40,82,20,3,13,49,0,2,22,49,0.291,0.351,0.526,0.877,5,3,0,3,"['RF,LF']",9.033,1500000.0,NBL,['SOU'],['NBL'],[2024],107,200,0,0,100,Active,0,South Lyon,Toad
92990,Michael Burrows,26,BET,0.5,113,271,34,61,18,3,3,19,6,8,26,58,0.222,0.304,0.346,0.649,6,5,1,1,"['2B,SS,3B,CF,RF,LF,P,1B']",1.014,745800.0,NBL,['BET'],['NBL'],[2024],92,215,0,0,100,Active,0,Bethlehem,Rabbit
662565,Nick Irvin,27,SEB,-0.2,98,269,24,56,10,0,7,24,4,2,27,68,0.204,0.292,0.323,0.615,5,5,0,3,"['1B,3B,RF,LF']",0.0,740000.0,ACB,['SEB'],['ACB'],[2024],88,218,0,0,100,Active,0,Sebastian,Cod
1003029,José Bride,25,SHR,-1.8,96,268,34,49,8,2,9,28,13,2,29,85,0.182,0.265,0.328,0.593,10,1,2,1,"['CF,LF,RF']",1.118,755000.0,NBL,['SHR'],['NBL'],[2024],79,220,0,0,100,Active,0,Shreveport,Moth
812335,Blake Higashioka,28,BET,-1.7,105,285,29,61,13,1,9,35,6,5,14,75,0.227,0.263,0.361,0.624,7,5,2,7,"['LF,CF,2B,RF']",2.136,900000.0,NBL,['BET'],['NBL'],[2024],80,229,0,0,100,Active,0,Bethlehem,Rabbit
626097,Jason Brewer,30,GRA,1.3,88,271,30,72,9,2,10,31,0,2,24,56,0.269,0.334,0.424,0.758,8,4,1,3,"['C,1B']",6.051,6000000.0,ACB,['GRA'],['ACB'],[2024],100,203,0,0,100,Active,0,Grayslake,Spider monkey
962425,Nick McKenzie,28,POR,2.3,98,272,43,66,12,5,8,34,10,3,13,70,0.257,0.304,0.411,0.715,7,11,1,3,"['SS,3B,2B']",3.14,1700000.0,NBL,['POR'],['NBL'],[2024],90,217,0,0,100,Active,0,Portsmouth,Penguin
360886,Víctor Wentz,28,BET,0.8,82,255,30,70,12,4,13,41,2,1,32,62,0.276,0.364,0.505,0.869,11,4,1,7,"['1B,3B,2B']",1.039,745000.0,NBL,['BET'],['NBL'],[2024],106,189,0,0,100,Active,0,Bethlehem,Rabbit
587644,Sean Clase,25,TUS,0.5,101,277,28,67,13,1,6,33,5,3,14,68,0.238,0.285,0.361,0.645,5,3,2,3,"['2B,SS,3B,1B,CF']",0.075,740000.0,NBL,['TUS'],['NBL'],[2024],84,213,0,0,100,Active,0,Tuscaloosa,Fowl
111408,Jake Adcock,29,GRA,-0.6,98,266,33,53,6,1,6,28,8,3,18,81,0.211,0.26,0.296,0.556,4,4,2,3,"['LF,RF,CF']",3.0,2850000.0,ACB,['GRA'],['ACB'],[2024],75,217,0,0,100,Active,0,Grayslake,Spider monkey
604832,Will Varland,29,VIS,-0.7,74,231,25,47,12,0,8,19,3,4,28,60,0.209,0.295,0.359,0.653,6,2,3,0,"['3B', '3B,RF']",4.15,2000000.0,NBL,['VIS'],['NBL'],[2024],77,186,0,0,100,Active,0,Visalia,Elephant seal
664449,Bailey Feigl,25,PAL,-0.3,107,260,20,56,7,4,4,25,2,2,25,85,0.219,0.296,0.319,0.615,3,5,0,3,"['LF,RF', 'LF,RF,CF', 'RF,CF,LF']",3.104,2350000.0,ACB,['PAL'],['ACB'],[2024],86,209,0,0,100,Active,0,Palmdale,Skink
